,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
37,0.07400269508361816,0.009544805617965056,0.00944986343383789,0.005827268625704733,0.01,0.1,3,40,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 40}",0.8363675326359256,0.8038430387447554,0.7959199583093828,0.7923824348548856,0.7291321372802695,0.7915290203650438,0.034858304325768315,40,-0.7304085858747205,-0.9492587784627246,-1.1583843696595875,-1.1774104573972517,-1.220879423603694,-1.0472683229995954,0.18408179109029732,40
94,0.5631088256835938,0.01677242551263601,0.008049345016479493,0.007003659263015769,0.1,0.01,3,340,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 340}",0.7996606010404578,0.7773272877414967,0.7966765819329413,0.7696859256822423,0.70755766395525,0.7701816120704776,0.03329882725272669,41,-0.808191564870429,-1.0113844196597934,-1.1562350295090194,-1.2400982113608476,-1.2685691801914591,-1.0968956811183097,0.16980115181824545,46
22,0.582169485092163,0.014532100888648255,0.008555412292480469,0.003914710549982442,0.01,0.01,3,340,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 340}",0.8005148463333989,0.7735548933010964,0.7978303648093763,0.7705205915759836,0.7073452348627697,0.769953186176525,0.033598220104274074,42,-0.806466663590099,-1.019915588651978,-1.1529497657460768,-1.237849093133768,-1.2690298386644971,-1.0972421899572837,0.16906474586562473,47
130,0.5578285217285156,0.007437666824607952,0.0049285411834716795,0.0063918517933480795,0.1,1,3,340,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 340}",0.7516103827842944,0.47358362805477894,0.8555565869271698,0.8711477376329236,0.7811726511795027,0.746614197315734,0.14362589409422985,43,-0.8999074542145784,-1.5550610849124897,-0.9745436424026367,-0.9275596886510825,-1.0973491540828546,-1.0908842048527283,0.24173709475319405,41
127,0.07985339164733887,0.005766310824936141,0.006539583206176758,0.0059436121052552915,0.1,1,3,40,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 40}",0.7516103827842944,0.47358362805477894,0.8555565869271698,0.8711477376329236,0.7811726511795027,0.746614197315734,0.14362589409422985,43,-0.8999074542145784,-1.5550610849124897,-0.9745436424026367,-0.9275596886510825,-1.0973491540828546,-1.0908842048527283,0.24173709475319405,41
128,0.14182987213134765,0.0014877979526788016,0.0062500953674316405,0.007654772248455406,0.1,1,3,80,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 80}",0.7516103827842944,0.47358362805477894,0.8555565869271698,0.8711477376329236,0.7811726511795027,0.746614197315734,0.14362589409422985,43,-0.8999074542145784,-1.5550610849124897,-0.9745436424026367,-0.9275596886510825,-1.0973491540828546,-1.0908842048527283,0.24173709475319405,41
129,0.26418843269348147,0.006443292016234277,0.015625429153442384,3.4760087907042687e-06,0.1,1,3,160,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 160}",0.7516103827842944,0.47358362805477894,0.8555565869271698,0.8711477376329236,0.7811726511795027,0.746614197315734,0.14362589409422985,43,-0.8999074542145784,-1.5550610849124897,-0.9745436424026367,-0.9275596886510825,-1.0973491540828546,-1.0908842048527283,0.24173709475319405,41
131,0.801943016052246,0.030979891206951896,0.015627241134643553,2.059804064412611e-06,0.1,1,3,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.7516103827842944,0.47358362805477894,0.8555565869271698,0.8711477376329236,0.7811726511795027,0.746614197315734,0.14362589409422985,43,-0.8999074542145784,-1.5550610849124897,-0.9745436424026367,-0.9275596886510825,-1.0973491540828546,-1.0908842048527283,0.24173709475319405,41
126,0.040805482864379884,0.004850101154505977,0.009682035446166993,0.005787192878783679,0.1,1,3,20,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 20}",0.7499671988108325,0.4665296178500591,0.8594367697960783,0.8711974450858578,0.7665134701676481,0.7427289003420953,0.1463072357449848,48,-0.9028791484972918,-1.5654453679683724,-0.9613649540194205,-0.9273807586260014,-1.1335089382900194,-1.098115833480221,0.24723195491476888,48
55,0.07378597259521484,0.0035652630603585896,0.006600141525268555,0.0033225985297367644,0.01,1,3,40,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 40}",0.704050203018395,0.48186714417533616,0.8120571107595465,0.844869976764008,0.7926301807908961,0.7270949231016364,0.13118851266633938,49,-0.9822909736975955,-1.5427776043938253,-1.111643085997105,-1.017756232978368,-1.0682350125786602,-1.1445405819291108,0.20391013595414925,49
59,0.8061847686767578,0.0168794159553308,0.0035624027252197264,0.006089854602907946,0.01,1,3,500,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.704050203018395,0.48186714417533616,0.810272796681368,0.844869976764008,0.7926145027788851,0.7267349246835985,0.13095755948095555,50,-0.9822909736975955,-1.5427776043938253,-1.116907543695472,-1.017756232978368,-1.0682753932977131,-1.1456015496125949,0.2037480150129482,50
58,0.5547845840454102,0.012398465841427498,0.00805044174194336,0.007003853460005076,0.01,1,3,340,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 340}",0.704050203018395,0.48186714417533616,0.810272796681368,0.844869976764008,0.7926145027788851,0.7267349246835985,0.13095755948095555,50,-0.9822909736975955,-1.5427776043938253,-1.116907543695472,-1.017756232978368,-1.0682753932977131,-1.1456015496125949,0.2037480150129482,50
57,0.27497363090515137,0.006823390894758704,0.005748128890991211,0.00594872632940339,0.01,1,3,160,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 160}",0.704050203018395,0.48186714417533616,0.810272796681368,0.844869976764008,0.7926145027788851,0.7267349246835985,0.13095755948095555,50,-0.9822909736975955,-1.5427776043938253,-1.116907543695472,-1.017756232978368,-1.0682753932977131,-1.1456015496125949,0.2037480150129482,50
56,0.14162850379943848,0.007745073164074074,0.006602191925048828,0.00332363470835707,0.01,1,3,80,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 80}",0.704050203018395,0.48186714417533616,0.810272796681368,0.844869976764008,0.7926145027788851,0.7267349246835985,0.13095755948095555,50,-0.9822909736975955,-1.5427776043938253,-1.116907543695472,-1.017756232978368,-1.0682753932977131,-1.1456015496125949,0.2037480150129482,50
54,0.04359908103942871,0.0013543582930409747,0.008399772644042968,0.0004901358653993317,0.01,1,3,20,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 20}",0.7320712868718384,0.4594492016875349,0.8135414839438632,0.8400657502494719,0.7732081317923568,0.7236671709090131,0.1370854424407252,54,-0.9346322428732483,-1.5757997094280494,-1.107244504508482,-1.0333955349069999,-1.117140439304788,-1.1536424862043135,0.22096457147402973,54
42,0.04888467788696289,0.004014111576273689,0.01344294548034668,0.004364586790734307,0.01,0.1,6,20,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 20}",0.7818106989360138,0.6780917648752727,0.8364161945466458,0.6483106494866382,0.6681546291547056,0.7225567873998553,0.07338148632049357,55,-0.8434276914289128,-1.2160426385910583,-1.0371046349569124,-1.5324116706126343,-1.3513315474619008,-1.1960636366102837,0.23969036638055155,55
114,0.048923397064208986,0.003586304330723094,0.01097712516784668,0.006232584157653607,0.1,0.1,6,20,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 20}",0.7679585873169815,0.6771727841338602,0.8208774100389832,0.6340683189383352,0.6616062378304604,0.712336667651724,0.07044274317409056,56,-0.8697889390801223,-1.2177771753453626,-1.085244520622271,-1.5631326963472703,-1.3645995013072092,-1.220108566540447,0.2364152158850044,56
