sagecode,item,domsupply,foodsupply,feedsupply,otherutil,foodfraction,feedfraction,otherutilfraction
BMU,Potatoes,1142.857143,1142.857143,0,0,1,0,0
BOL,Potatoes,515714.2857,402857.1429,57000,55857.14286,0.781163435,0.110526316,0.108310249
BIH,Potatoes,339142.8571,297142.8571,27285.71429,14714.28571,0.876158382,0.080454928,0.043386689
BWA,Potatoes,25000,23428.57143,0,1571.428571,0.937142857,0,0.062857143
BRA,Potatoes,2737428.571,2500142.857,0,237285.7143,0.913318025,0,0.086681975
BRN,Potatoes,3714.285714,3714.285714,0,0,1,0,0
BGR,Potatoes,494428.5714,263428.5714,170000,61000,0.53279399,0.343831263,0.123374747
BFA,Potatoes,1714.285714,1714.285714,0,0,1,0,0
BDI,Potatoes,19000,17857.14286,0,1142.857143,0.939849624,0,0.060150376
CMR,Potatoes,84000,73285.71429,0,10714.28571,0.87244898,0,0.12755102
CAN,Potatoes,2922142.857,2533428.571,0,388714.2857,0.866976289,0,0.133023711
CPV,Potatoes,11000,10285.71429,0,714.2857143,0.935064935,0,0.064935065
CAF,Potatoes,1142.857143,1142.857143,0,0,1,0,0
TCD,Potatoes,22714.28571,19000,0,3714.285714,0.836477987,0,0.163522013
CHL,Potatoes,1006142.857,922571.4286,21714.28571,61857.14286,0.916938804,0.021581712,0.061479483
CHN,Potatoes,62312571.43,45243392.66,13407464.48,3661714.286,0.726071668,0.21516468,0.058763652
COL,Potatoes,2037714.286,1540367.325,218346.9605,279000,0.755929001,0.107152883,0.136918116
COM,Potatoes,857.1428571,857.1428571,0,0,1,0,0
COG,Potatoes,4285.714286,3714.285714,0,571.4285714,0.866666667,0,0.133333333
COS,Potatoes,90285.71429,74714.28571,3000,12571.42857,0.827531646,0.033227848,0.139240506
HRV,Potatoes,555142.8571,487428.5714,33285.71429,34428.57143,0.878023675,0.059958827,0.062017499
CUB,Potatoes,346285.7143,323714.2857,7285.714286,15285.71429,0.934818482,0.021039604,0.044141914
CYP,Potatoes,47428.57143,31285.71429,6142.857143,10000,0.659638554,0.129518072,0.210843373
CZE,Potatoes,1124285.714,858717.2627,252282.7373,13285.71429,0.763789179,0.224393794,0.011817027
CIV,Potatoes,16142.85714,16142.85714,0,0,1,0,0
PRK,Potatoes,1622285.714,1125142.857,331428.5714,165714.2857,0.693554068,0.204297288,0.102148644
ZAR,Potatoes,109000,100000,0,9000,0.917431193,0,0.082568807
DNK,Potatoes,1463285.714,933018.3865,346838.7564,183428.5714,0.637618735,0.237027364,0.1253539
DJI,Potatoes,2571.428571,2571.428571,0,0,1,0,0
DMI,Potatoes,571.4285714,571.4285714,0,0,1,0,0
DOM,Potatoes,35714.28571,32000,0,3714.285714,0.896,0,0.104
ECU,Potatoes,393571.4286,351714.2857,34857.14286,7000,0.893647913,0.088566243,0.017785844
EGY,Potatoes,1485000,1287000,0,198000,0.866666667,0,0.133333333
ELS,Potatoes,63428.57143,59000,0,4428.571429,0.93018018,0,0.06981982
ERI,Potatoes,26857.14286,25285.71429,0,1571.428571,0.941489362,0,0.058510638
EST,Potatoes,291000,169041.1115,118673.1742,3285.714286,0.58089729,0.407811595,0.011291114
ETH,Potatoes,357000,337000,0,20000,0.943977591,0,0.056022409
FJI,Potatoes,17714.28571,17000,0,714.2857143,0.959677419,0,0.040322581
FIN,Potatoes,885285.7143,362000,10571.42857,512714.2857,0.408907536,0.011941262,0.579151202
FRA,Potatoes,5661714.286,4353539.674,434746.04,873428.5714,0.768943725,0.076786997,0.154269277
PYF,Potatoes,7571.428571,6571.428571,0,1000,0.867924528,0,0.132075472
GAB,Potatoes,3142.857143,3142.857143,0,0,1,0,0
GMB,Potatoes,5000,5000,0,0,1,0,0
GEO,Potatoes,291571.4286,243714.2857,11000,36857.14286,0.835864772,0.037726605,0.126408623
DEU,Potatoes,9198428.571,6494245.932,607896.9248,2096285.714,0.70601689,0.066087041,0.227896069
GHA,Potatoes,4571.428571,4571.428571,0,0,1,0,0
GRC,Potatoes,1044857.143,850195.8795,86232.69192,108428.5714,0.81369581,0.082530605,0.103773585
GRD,Potatoes,1285.714286,1142.857143,0,142.8571429,0.888888889,0,0.111111111
GUA,Potatoes,193428.5714,67428.57143,0,126000,0.34859675,0,0.65140325
GIN,Potatoes,2000,1857.142857,0,142.8571429,0.928571429,0,0.071428571
GNB,Potatoes,142.8571429,142.8571429,0,0,1,0,0
GUY,Potatoes,8857.142857,8142.857143,0,714.2857143,0.919354839,0,0.080645161
HAI,Potatoes,9571.428571,8571.428571,0,1000,0.895522388,0,0.104477612
HON,Potatoes,26285.71429,19571.42857,0,6714.285714,0.744565217,0,0.255434783
HUN,Potatoes,871285.7143,691475.2314,109096.1972,70714.28571,0.79362627,0.125212884,0.081160846
ISL,Potatoes,17000,17000,0,0,1,0,0
IND,Potatoes,20627285.71,16758285.71,0,3869000,0.812432908,0,0.187567092
IDN,Potatoes,898285.7143,826571.4286,0,71714.28571,0.920165394,0,0.079834606
IRN,Potatoes,3390857.143,3024285.714,0,366571.4286,0.891894169,0,0.108105831
IRL,Potatoes,634428.5714,561533.9372,34037.49137,38857.14286,0.885101905,0.053650628,0.061247467
ISR,Potatoes,327142.8571,298496.9138,5217.371905,23428.57143,0.912435981,0.015948298,0.071615721
ITA,Potatoes,2485285.714,2245142.857,57142.85714,183000,0.903374145,0.02299247,0.073633385
JAM,Potatoes,26142.85714,21428.57143,2000,2714.285714,0.819672131,0.076502732,0.103825137
JPN,Potatoes,3535428.571,3300809.402,18190.59768,216428.5714,0.933637701,0.005145231,0.061217068
JOR,Potatoes,115714.2857,97142.85714,0,18571.42857,0.839506173,0,0.160493827
KAZ,Potatoes,1496428.571,1154573.475,140283.6683,201571.4286,0.77155268,0.093745649,0.134701671
KEN,Potatoes,826714.2857,733857.1429,0,92857.14286,0.887679281,0,0.112320719
KWT,Potatoes,58285.71429,55428.57143,0,2857.142857,0.950980392,0,0.049019608
KGZ,Potatoes,792000,554587.3078,175841.2636,61571.42857,0.7002365,0.222021797,0.077741703
LAO,Potatoes,29428.57143,26142.85714,0,3285.714286,0.888349515,0,0.111650485
LVA,Potatoes,548000,338134.5467,191722.5962,18142.85714,0.617033844,0.349858752,0.033107404
LBN,Potatoes,265428.5714,219714.2857,0,45714.28571,0.827771798,0,0.172228202
LSO,Potatoes,92571.42857,83285.71429,0,9285.714286,0.899691358,0,0.100308642
LBR,Potatoes,714.2857143,714.2857143,0,0,1,0,0
LBY,Potatoes,182571.4286,173000,0,9571.428571,0.947574335,0,0.052425665
LTU,Potatoes,1199714.286,460694.0354,630163.1075,108857.1429,0.384003125,0.525260985,0.090735889
LUX,Potatoes,14285.71429,12571.42857,571.4285714,1142.857143,0.88,0.04,0.08
MDG,Potatoes,216285.7143,166428.5714,15428.57143,34428.57143,0.769484808,0.071334214,0.159180978
MWI,Potatoes,1487857.143,1094571.429,124285.7143,269000,0.735669707,0.083533365,0.180796928
MYS,Potatoes,175285.7143,134557.7043,4870.867124,35857.14286,0.767647865,0.027788158,0.204563977
MDV,Potatoes,2714.285714,2714.285714,0,0,1,0,0
MLI,Potatoes,58857.14286,58857.14286,0,0,1,0,0
MLT,Potatoes,36714.28571,30571.42857,0,6142.857143,0.832684825,0,0.167315175
MRT,Potatoes,13571.42857,12285.71429,0,1285.714286,0.905263158,0,0.094736842
MUS,Potatoes,24714.28571,22000,0,2714.285714,0.89017341,0,0.10982659
MEX,Potatoes,1749714.286,1457714.286,0,292000,0.833115611,0,0.166884389
MNG,Potatoes,71571.42857,59899.78214,6671.646436,5000,0.836923104,0.093216617,0.069860279
MAR,Potatoes,1108714.286,957571.4286,26428.57143,124714.2857,0.863677361,0.023837134,0.112485504
MOZ,Potatoes,81142.85714,77142.85714,0,4000,0.950704225,0,0.049295775
MMR,Potatoes,272142.8571,243285.7143,0,28857.14286,0.893963255,0,0.106036745
NAM,Potatoes,15428.57143,15428.57143,0,0,1,0,0
NPL,Potatoes,1119428.571,940000,0,179428.5714,0.83971414,0,0.16028586
NLD,Potatoes,4360142.857,1541812.003,1100616.568,1717714.286,0.35361502,0.252426722,0.393958258
ANT,Potatoes,9285.714286,8285.714286,0,1000,0.892307692,0,0.107692308
NCL,Potatoes,5571.428571,5571.428571,0,0,1,0,0
NZL,Potatoes,389285.7143,359003.845,20424.72641,9857.142857,0.922211712,0.052467187,0.025321101
NIC,Potatoes,43142.85714,37714.28571,0,5428.571429,0.874172185,0,0.125827815
NER,Potatoes,8857.142857,7857.142857,0,1000,0.887096774,0,0.112903226
NGA,Potatoes,317571.4286,244000,24428.57143,49142.85714,0.768331084,0.076923077,0.154745839
NOR,Potatoes,402142.8571,340861.7274,32709.70115,28571.42857,0.847613532,0.081338511,0.071047957
PAK,Potatoes,1466285.714,1300571.429,0,165714.2857,0.886983632,0,0.113016368
PAN,Potatoes,30000,26857.14286,0,3142.857143,0.895238095,0,0.104761905
PRY,Potatoes,6142.857143,5285.714286,0,857.1428571,0.860465116,0,0.139534884
PER,Potatoes,2567857.143,1936000,0,631857.1429,0.753936022,0,0.246063978
PHL,Potatoes,152857.1429,121000,0,31857.14286,0.791588785,0,0.208411215
POL,Potatoes,17253571.43,5230261.965,8929023.749,3094285.714,0.30314083,0.517517419,0.179341751
PRT,Potatoes,1109000,949869.0595,71559.51197,87571.42857,0.856509522,0.06452616,0.078964318
KOR,Potatoes,993571.4286,818177.2932,112251.2782,63142.85714,0.823471036,0.112977563,0.063551402
MDA,Potatoes,287000,257571.4286,24571.42857,4857.142857,0.897461424,0.085614734,0.016923843
ROM,Potatoes,2857571.429,1971714.286,753714.2857,132142.8571,0.689996501,0.263760436,0.046243064
RUS,Potatoes,25743142.86,18818191.51,5629237.061,1295714.286,0.730998216,0.218669379,0.050332405
RWA,Potatoes,592428.5714,564285.7143,0,28142.85714,0.95249578,0,0.04750422
STL,Potatoes,2142.857143,2142.857143,0,0,1,0,0
VCT,Potatoes,1000,1000,0,0,1,0,0
WSM,Potatoes,1000,1000,0,0,1,0,0
SAU,Potatoes,395857.1429,358428.5714,0,37428.57143,0.905449296,0,0.094550704
SEN,Potatoes,32142.85714,28714.28571,0,3428.571429,0.893333333,0,0.106666667
SRM,Potatoes,720571.4286,427297.0857,231560.0572,61714.28571,0.592997542,0.321356146,0.085646312
SYC,Potatoes,1857.142857,1000,857.1428571,0,0.538461538,0.461538462,0
SLE,Potatoes,857.1428571,857.1428571,0,0,1,0,0
SVK,Potatoes,442142.8571,419076.7394,12208.97486,10857.14286,0.947831075,0.02761319,0.024555735
SVN,Potatoes,177285.7143,129540.7427,37744.97163,10000,0.730689121,0.212904755,0.056406124
ZAF,Potatoes,1578571.429,1263714.286,165428.5714,149428.5714,0.800542986,0.10479638,0.094660633
ESP,Potatoes,3847000,3170099.12,198900.8798,478000,0.824044481,0.051702854,0.124252664
LKA,Potatoes,141000,126714.2857,0,14285.71429,0.898682877,0,0.101317123
SDN,Potatoes,225428.5714,201000,0,24428.57143,0.891634981,0,0.108365019
SUR,Potatoes,6285.714286,6285.714286,0,0,1,0,0
SWZ,Potatoes,14714.28571,13714.28571,0,1000,0.932038835,0,0.067961165
SWE,Potatoes,1160000,540753.8961,49388.96104,569857.1429,0.466167152,0.042576691,0.491256158
CHE,Potatoes,739857.1429,334285.7143,186571.4286,219000,0.451824677,0.252172234,0.296003089
SYR,Potatoes,424571.4286,362797.9452,14202.05479,47571.42857,0.854503909,0.033450331,0.11204576
TJK,Potatoes,227142.8571,176375.6878,27481.45506,23285.71429,0.776496739,0.120987538,0.102515723
THA,Potatoes,251571.4286,246428.5714,0,5142.857143,0.97955707,0,0.02044293
MKD,Potatoes,148000,103142.8571,26571.42857,18285.71429,0.696911197,0.17953668,0.123552124
TGO,Potatoes,1571.428571,1571.428571,0,0,1,0,0
TRI,Potatoes,36714.28571,34000,0,2714.285714,0.926070039,0,0.073929961
TUN,Potatoes,319142.8571,284857.1429,0,34285.71429,0.892569382,0,0.107430618
TUR,Potatoes,4836571.429,4277000,0,559571.4286,0.884304112,0,0.115695888
TKM,Potatoes,85428.57143,75857.14286,5714.285714,3857.142857,0.887959866,0.066889632,0.045150502
UGA,Potatoes,411142.8571,317285.7143,0,93857.14286,0.77171647,0,0.22828353
UKR,Potatoes,12347285.71,6480428.571,5556285.714,310571.4286,0.524846409,0.450000578,0.025153012
ARE,Potatoes,85000,55000,6857.142857,23142.85714,0.647058824,0.080672269,0.272268908
GBR,Potatoes,7980428.571,7040000,495142.8571,445285.7143,0.882158137,0.062044645,0.055797218
TZA,Potatoes,291142.8571,254285.7143,0,36857.14286,0.873405299,0,0.126594701
USA,Potatoes,20325571.43,17945000,245714.2857,2134857.143,0.882878007,0.012088924,0.105033069
URY,Potatoes,153000,116428.5714,15428.57143,21142.85714,0.760971055,0.100840336,0.138188609
UZB,Potatoes,770714.2857,762142.8571,0,8571.428571,0.988878591,0,0.011121409
VUT,Potatoes,6142.857143,6142.857143,0,0,1,0,0
VEN,Potatoes,421857.1429,382559.2977,2726.4166,36571.42857,0.906845609,0.006462891,0.0866915
VNM,Potatoes,327857.1429,309857.1429,0,18000,0.945098039,0,0.054901961
YEM,Potatoes,189000,183000,0,6000,0.968253968,0,0.031746032
ZMB,Potatoes,14142.85714,13285.71429,0,857.1428571,0.939393939,0,0.060606061
ZWE,Potatoes,29428.57143,27000,0,2428.571429,0.917475728,0,0.082524272
ALB,Pulses Other,1714.285714,714.2857143,1000,0,0.416666667,0.583333333,0
DZA,Pulses Other,140714.2857,125428.5714,9428.571429,5857.142857,0.891370558,0.067005076,0.041624365
ARG,Pulses Other,24571.42857,24428.57143,0,142.8571429,0.994186047,0,0.005813953
ARM,Pulses Other,1000,0,1000,0,0,1,0
AUS,Pulses Other,1182857.143,11714.28571,1133285.714,37857.14286,0.009903382,0.958091787,0.032004831
AUT,Pulses Other,8571.428571,1142.857143,7428.571429,0,0.133333333,0.866666667,0
AZE,Pulses Other,3142.857143,0,3142.857143,0,0,1,0
BGD,Pulses Other,419714.2857,397000,1428.571429,21285.71429,0.945881552,0.003403676,0.050714772
BAR,Pulses Other,1000,1000,0,0,1,0,0
BLR,Pulses Other,21428.57143,142.8571429,21285.71429,0,0.006666667,0.993333333,0
BEL,Pulses Other,2857.142857,1571.428571,1285.714286,0,0.55,0.45,0
BEN,Pulses Other,15428.57143,13714.28571,0,1714.285714,0.888888889,0,0.111111111
BOL,Pulses Other,12285.71429,12285.71429,0,0,1,0,0
BIH,Pulses Other,4857.142857,2142.857143,2714.285714,0,0.441176471,0.558823529,0
BWA,Pulses Other,17714.28571,16714.28571,0,1000,0.943548387,0,0.056451613
BRA,Pulses Other,22571.42857,22142.85714,142.8571429,285.7142857,0.981012658,0.006329114,0.012658228
BRN,Pulses Other,142.8571429,142.8571429,0,0,1,0,0
BGR,Pulses Other,8857.142857,4142.857143,4000,714.2857143,0.467741935,0.451612903,0.080645161
BFA,Pulses Other,330285.7143,132571.4286,0,197714.2857,0.401384083,0,0.598615917
BDI,Pulses Other,2000,2000,0,0,1,0,0
CMR,Pulses Other,78000,73571.42857,0,4428.571429,0.943223443,0,0.056776557
CAN,Pulses Other,250142.8571,138571.4286,99000,12571.42857,0.55396916,0.395773844,0.050256996
CPV,Pulses Other,857.1428571,857.1428571,0,0,1,0,0
CAF,Pulses Other,21857.14286,20857.14286,0,1000,0.954248366,0,0.045751634
TCD,Pulses Other,36285.71429,32428.57143,0,3857.142857,0.893700787,0,0.106299213
CHL,Pulses Other,42142.85714,22142.85714,17142.85714,2857.142857,0.525423729,0.406779661,0.06779661
CHN,Pulses Other,1940142.857,827571.4286,1052857.143,59714.28571,0.4265518,0.542669906,0.030778293
COL,Pulses Other,74142.85714,73142.85714,0,1000,0.986512524,0,0.013487476
COM,Pulses Other,11857.14286,11000,0,857.1428571,0.927710843,0,0.072289157
COG,Pulses Other,857.1428571,857.1428571,0,0,1,0,0
COS,Pulses Other,1285.714286,1285.714286,0,0,1,0,0
HRV,Pulses Other,3428.571429,428.5714286,3000,0,0.125,0.875,0
CUB,Pulses Other,110428.5714,95428.57143,0,15000,0.864165589,0,0.135834411
CYP,Pulses Other,2000,2000,0,0,1,0,0
CZE,Pulses Other,14857.14286,8142.857143,5714.285714,1000,0.548076923,0.384615385,0.067307692
CIV,Pulses Other,7571.428571,7571.428571,0,0,1,0,0
PRK,Pulses Other,16857.14286,16857.14286,0,0,1,0,0
ZAR,Pulses Other,81000,77000,0,4000,0.950617284,0,0.049382716
DNK,Pulses Other,5857.142857,857.1428571,5000,0,0.146341463,0.853658537,0
DJI,Pulses Other,1142.857143,1142.857143,0,0,1,0,0
DOM,Pulses Other,25857.14286,24857.14286,0,1000,0.961325967,0,0.038674033
ECU,Pulses Other,22285.71429,21285.71429,0,1000,0.955128205,0,0.044871795
EGY,Pulses Other,694142.8571,523428.5714,132857.1429,37857.14286,0.754064622,0.191397407,0.054537971
ERI,Pulses Other,44142.85714,41571.42857,0,2571.428571,0.941747573,0,0.058252427
ETH,Pulses Other,629714.2857,594000,0,35714.28571,0.943284936,0,0.056715064
FJI,Pulses Other,3714.285714,3714.285714,0,0,1,0,0
FRA,Pulses Other,138714.2857,32571.42857,103142.8571,3000,0.234809475,0.743563337,0.021627188
GMB,Pulses Other,4857.142857,4857.142857,0,0,1,0,0
GEO,Pulses Other,714.2857143,142.8571429,571.4285714,0,0.2,0.8,0
DEU,Pulses Other,117857.1429,15571.42857,99857.14286,2428.571429,0.132121212,0.847272727,0.020606061
GHA,Pulses Other,12428.57143,11428.57143,0,1000,0.91954023,0,0.08045977
GRC,Pulses Other,36142.85714,19714.28571,14428.57143,2000,0.545454545,0.399209486,0.055335968
GRD,Pulses Other,285.7142857,285.7142857,0,0,1,0,0
GUA,Pulses Other,34571.42857,33571.42857,0,1000,0.97107438,0,0.02892562
GIN,Pulses Other,57571.42857,52714.28571,0,4857.142857,0.915632754,0,0.084367246
GNB,Pulses Other,2142.857143,2142.857143,0,0,1,0,0
GUY,Pulses Other,857.1428571,857.1428571,0,0,1,0,0
HAI,Pulses Other,40285.71429,37428.57143,0,2857.142857,0.929078014,0,0.070921986
HUN,Pulses Other,4142.857143,2857.142857,1285.714286,0,0.689655172,0.310344828,0
IND,Pulses Other,9691428.571,8404571.429,985428.5714,301428.5714,0.867216981,0.101680425,0.031102594
IDN,Pulses Other,7571.428571,7571.428571,0,0,1,0,0
IRN,Pulses Other,304714.2857,290571.4286,0,14142.85714,0.953586498,0,0.046413502
IRL,Pulses Other,285.7142857,285.7142857,0,0,1,0,0
ISR,Pulses Other,32714.28571,31714.28571,0,1000,0.969432314,0,0.030567686
ITA,Pulses Other,298142.8571,151000,139571.4286,7571.428571,0.506468615,0.46813608,0.025395304
JAM,Pulses Other,2000,2000,0,0,1,0,0
JPN,Pulses Other,8857.142857,8857.142857,0,0,1,0,0
JOR,Pulses Other,32571.42857,29142.85714,1428.571429,2000,0.894736842,0.043859649,0.061403509
KAZ,Pulses Other,571.4285714,0,571.4285714,0,0,1,0
KEN,Pulses Other,139428.5714,129714.2857,0,9714.285714,0.930327869,0,0.069672131
KWT,Pulses Other,13714.28571,13714.28571,0,0,1,0,0
KGZ,Pulses Other,142.8571429,0,142.8571429,0,0,1,0
LAO,Pulses Other,12571.42857,12571.42857,0,0,1,0,0
LVA,Pulses Other,857.1428571,0,857.1428571,0,0,1,0
LBN,Pulses Other,34714.28571,28285.71429,5000,1428.571429,0.814814815,0.144032922,0.041152263
LBR,Pulses Other,9285.714286,8857.142857,0,428.5714286,0.953846154,0,0.046153846
LBY,Pulses Other,21142.85714,20142.85714,0,1000,0.952702703,0,0.047297297
LTU,Pulses Other,25857.14286,2000,23857.14286,0,0.077348066,0.922651934,0
MDG,Pulses Other,10571.42857,9571.428571,0,1000,0.905405405,0,0.094594595
MWI,Pulses Other,153714.2857,99714.28571,35000,19000,0.648698885,0.227695167,0.123605948
MYS,Pulses Other,14857.14286,14857.14286,0,0,1,0,0
MDV,Pulses Other,571.4285714,571.4285714,0,0,1,0,0
MLI,Pulses Other,119857.1429,119857.1429,0,0,1,0,0
MLT,Pulses Other,2000,1000,1000,0,0.5,0.5,0
MRT,Pulses Other,25285.71429,21714.28571,0,3571.428571,0.858757062,0,0.141242938
MUS,Pulses Other,6142.857143,6142.857143,0,0,1,0,0
MEX,Pulses Other,211714.2857,178000,19571.42857,14142.85714,0.840755735,0.092442645,0.066801619
MNG,Pulses Other,1000,1000,0,0,1,0,0
MAR,Pulses Other,189714.2857,146571.4286,32000,11142.85714,0.772590361,0.168674699,0.05873494
MOZ,Pulses Other,109000,103000,0,6000,0.944954128,0,0.055045872
MMR,Pulses Other,443000,353142.8571,0,89857.14286,0.797162206,0,0.202837794
NAM,Pulses Other,12571.42857,11571.42857,0,1000,0.920454545,0,0.079545455
NPL,Pulses Other,166714.2857,158000,0,8714.285714,0.94772922,0,0.05227078
NLD,Pulses Other,11285.71429,7000,4285.714286,0,0.620253165,0.379746835,0
ANT,Pulses Other,285.7142857,285.7142857,0,0,1,0,0
NZL,Pulses Other,1428.571429,1428.571429,0,0,1,0,0
NIC,Pulses Other,714.2857143,714.2857143,0,0,1,0,0
NER,Pulses Other,323571.4286,215714.2857,81142.85714,26714.28571,0.666666667,0.250772627,0.082560706
NGA,Pulses Other,2073000,1141000,710285.7143,221714.2857,0.550410034,0.34263662,0.106953346
NOR,Pulses Other,857.1428571,714.2857143,142.8571429,0,0.833333333,0.166666667,0
PAK,Pulses Other,860571.4286,674571.4286,167571.4286,18428.57143,0.783864542,0.194721116,0.021414343
PAN,Pulses Other,9714.285714,9714.285714,0,0,1,0,0
PRY,Pulses Other,7571.428571,7571.428571,0,0,1,0,0
PER,Pulses Other,91142.85714,78857.14286,9714.285714,2571.428571,0.865203762,0.106583072,0.028213166
PHL,Pulses Other,30714.28571,30714.28571,0,0,1,0,0
POL,Pulses Other,159285.7143,1428.571429,152857.1429,5000,0.00896861,0.959641256,0.031390135
PRT,Pulses Other,27285.71429,10571.42857,15142.85714,1571.428571,0.387434555,0.554973822,0.057591623
KOR,Pulses Other,8428.571429,8428.571429,0,0,1,0,0
MDA,Pulses Other,1285.714286,0,1285.714286,0,0,1,0
ROM,Pulses Other,2000,1285.714286,714.2857143,0,0.642857143,0.357142857,0
RUS,Pulses Other,376142.8571,714.2857143,361142.8571,14285.71429,0.001898975,0.960121534,0.037979491
RWA,Pulses Other,285.7142857,285.7142857,0,0,1,0,0
STL,Pulses Other,857.1428571,857.1428571,0,0,1,0,0
VCT,Pulses Other,142.8571429,142.8571429,0,0,1,0,0
STP,Pulses Other,571.4285714,571.4285714,0,0,1,0,0
SAU,Pulses Other,73428.57143,71428.57143,0,2000,0.972762646,0,0.027237354
SEN,Pulses Other,32428.57143,32428.57143,0,0,1,0,0
SRM,Pulses Other,39428.57143,142.8571429,38285.71429,1000,0.003623188,0.971014493,0.025362319
SLE,Pulses Other,53857.14286,48000,0,5857.142857,0.891246684,0,0.108753316
SVK,Pulses Other,6714.285714,3142.857143,3571.428571,0,0.468085106,0.531914894,0
SVN,Pulses Other,285.7142857,0,285.7142857,0,0,1,0
SLB,Pulses Other,3285.714286,3285.714286,0,0,1,0,0
ZAF,Pulses Other,23142.85714,12142.85714,11000,0,0.524691358,0.475308642,0
ESP,Pulses Other,409142.8571,160285.7143,229142.8571,19714.28571,0.391759777,0.560055866,0.048184358
LKA,Pulses Other,113714.2857,103571.4286,0,10142.85714,0.91080402,0,0.08919598
SDN,Pulses Other,226428.5714,204714.2857,0,21714.28571,0.904100946,0,0.095899054
SWZ,Pulses Other,1857.142857,1857.142857,0,0,1,0,0
SWE,Pulses Other,1000,1000,0,0,1,0,0
CHE,Pulses Other,1571.428571,1571.428571,0,0,1,0,0
SYR,Pulses Other,120428.5714,93285.71429,21000,6142.857143,0.774614472,0.174377224,0.051008304
TJK,Pulses Other,5857.142857,0,5857.142857,0,0,1,0
THA,Pulses Other,54428.57143,52571.42857,0,1857.142857,0.965879265,0,0.034120735
MKD,Pulses Other,16428.57143,1000,10285.71429,5142.857143,0.060869565,0.626086957,0.313043478
TGO,Pulses Other,5714.285714,5000,0,714.2857143,0.875,0,0.125
TRI,Pulses Other,7000,7000,0,0,1,0,0
TUN,Pulses Other,71714.28571,53571.42857,14571.42857,3571.428571,0.747011952,0.203187251,0.049800797
TUR,Pulses Other,936714.2857,610714.2857,282285.7143,43714.28571,0.651974989,0.301357328,0.046667683
UGA,Pulses Other,128428.5714,121571.4286,0,6857.142857,0.946607341,0,0.053392659
UKR,Pulses Other,99714.28571,142.8571429,96571.42857,3000,0.001432665,0.968481375,0.03008596
ARE,Pulses Other,45714.28571,29714.28571,857.1428571,15142.85714,0.65,0.01875,0.33125
GBR,Pulses Other,313857.1429,13714.28571,300142.8571,0,0.043695949,0.956304051,0
TZA,Pulses Other,233428.5714,220142.8571,0,13285.71429,0.943084455,0,0.056915545
USA,Pulses Other,84142.85714,67571.42857,16571.42857,0,0.803056027,0.196943973,0
URY,Pulses Other,3428.571429,3428.571429,0,0,1,0,0
UZB,Pulses Other,10857.14286,428.5714286,10428.57143,0,0.039473684,0.960526316,0
VEN,Pulses Other,18428.57143,18428.57143,0,0,1,0,0
VNM,Pulses Other,93857.14286,90857.14286,0,3000,0.96803653,0,0.03196347
YEM,Pulses Other,87714.28571,87714.28571,0,0,1,0,0
ZMB,Pulses Other,14428.57143,13428.57143,0,1000,0.930693069,0,0.069306931
ZWE,Pulses Other,3428.571429,3428.571429,0,0,1,0,0
DZA,Rape and Mustardseed,29428.57143,15710,10718.57143,3000,0.533834951,0.364223301,0.101941748
ARG,Rape and Mustardseed,5428.571429,3495.714286,1932.857143,0,0.643947368,0.356052632,0
AUS,Rape and Mustardseed,439857.1429,218625.7143,151231.4286,70000,0.497037999,0.343819422,0.159142579
AUT,Rape and Mustardseed,169571.4286,94278.57143,66007.14286,9285.714286,0.555981466,0.389258635,0.054759899
BGD,Rape and Mustardseed,513571.4286,318435.7143,181278.5714,13857.14286,0.620041725,0.352976356,0.026981919
BLR,Rape and Mustardseed,49142.85714,16721.42857,31564.28571,857.1428571,0.340261628,0.642296512,0.01744186
BEL,Rape and Mustardseed,350428.5714,193001.4286,157284.2857,142.8571429,0.550758255,0.448834081,0.000407664
BIH,Rape and Mustardseed,1714.285714,1011.428571,702.8571429,0,0.59,0.41,0
BRA,Rape and Mustardseed,39285.71429,23530,15755.71429,0,0.598945455,0.401054545,0
BGR,Rape and Mustardseed,9857.142857,5764.285714,3807.142857,285.7142857,0.584782609,0.386231884,0.028985507
CAN,Rape and Mustardseed,3250428.571,1718651.429,1318920,212857.1429,0.528746099,0.405768031,0.06548587
CHL,Rape and Mustardseed,41000,23431.42857,16282.85714,1285.714286,0.571498258,0.397142857,0.031358885
CHN,Rape and Mustardseed,11295000,5561214.286,5185928.571,547857.1429,0.492360716,0.459134889,0.048504395
HRV,Rape and Mustardseed,14000,8274.285714,5154.285714,571.4285714,0.591020408,0.368163265,0.040816327
CUB,Rape and Mustardseed,285.7142857,285.7142857,0,0,1,0,0
CZE,Rape and Mustardseed,509571.4286,293510,200490,15571.42857,0.575993832,0.393448276,0.030557892
CIV,Rape and Mustardseed,142.8571429,142.8571429,0,0,1,0,0
DNK,Rape and Mustardseed,408571.4286,195842.8571,212728.5714,0,0.479335664,0.520664336,0
ELS,Rape and Mustardseed,571.4285714,571.4285714,0,0,1,0,0
EST,Rape and Mustardseed,36000,9777.142857,26222.85714,0,0.271587302,0.728412698,0
ETH,Rape and Mustardseed,19000,11737.14286,7262.857143,0,0.617744361,0.382255639,0
FIN,Rape and Mustardseed,171142.8571,101442.8571,69700,0,0.592737896,0.407262104,0
FRA,Rape and Mustardseed,1594857.143,8041.338434,944114.0544,642701.75,0.005042043,0.591974058,0.402983899
