sagecode,item,domsupply,foodsupply,feedsupply,otherutil,foodfraction,feedfraction,otherutilfraction
FJI,Barley,4142.857143,3285.714286,857.1428571,0,0.793103448,0.206896552,0
FIN,Barley,1320428.571,35571.42857,1279571.429,5285.714286,0.026939305,0.969057665,0.004003029
FRA,Barley,3696285.714,12000,3586142.857,98142.85714,0.003246502,0.970201747,0.026551751
PYF,Barley,4428.571429,0,3857.142857,571.4285714,0,0.870967742,0.129032258
GAB,Barley,15000,15000,0,0,1,0,0
GMB,Barley,142.8571429,142.8571429,0,0,1,0,0
GEO,Barley,49857.14286,33714.28571,0,16142.85714,0.676217765,0,0.323782235
DEU,Barley,9423285.714,87714.28571,9031285.714,304285.7143,0.009308249,0.958400922,0.03229083
GHA,Barley,25857.14286,25857.14286,0,0,1,0,0
GRC,Barley,498000,3428.571429,480000,14571.42857,0.006884682,0.963855422,0.029259897
GRD,Barley,1142.857143,1142.857143,0,0,1,0,0
GUA,Barley,24571.42857,23428.57143,1142.857143,0,0.953488372,0.046511628,0
GIN,Barley,2285.714286,2285.714286,0,0,1,0,0
GNB,Barley,142.8571429,142.8571429,0,0,1,0,0
GUY,Barley,2714.285714,2571.428571,0,142.8571429,0.947368421,0,0.052631579
HAI,Barley,3714.285714,0,0,3714.285714,0,0,1
HON,Barley,16285.71429,16285.71429,0,0,1,0,0
HUN,Barley,901857.1429,285.7142857,870428.5714,31142.85714,0.000316807,0.965151275,0.034531918
ISL,Barley,19142.85714,0,18142.85714,1000,0,0.947761194,0.052238806
IND,Barley,1395571.429,1232571.429,133428.5714,29571.42857,0.883201965,0.095608558,0.021189477
IDN,Barley,31000,31000,0,0,1,0,0
IRN,Barley,2936285.714,30428.57143,2753714.286,152142.8571,0.010362946,0.937822322,0.051814732
IRL,Barley,1027000,9000,963000,55000,0.008763389,0.937682571,0.053554041
ISR,Barley,439428.5714,2285.714286,420285.7143,16857.14286,0.00520156,0.956436931,0.038361508
ITA,Barley,2060857.143,37571.42857,2021857.143,1428.571429,0.018230972,0.981075835,0.000693193
JAM,Barley,17428.57143,17428.57143,0,0,1,0,0
JPN,Barley,2496428.571,84142.85714,2292428.571,119857.1429,0.033705293,0.918283262,0.048011445
JOR,Barley,510142.8571,2142.857143,481571.4286,26428.57143,0.004200504,0.943993279,0.051806217
KAZ,Barley,1287428.571,136428.5714,983000,168000,0.105969818,0.763537506,0.130492676
KEN,Barley,39857.14286,38714.28571,0,1142.857143,0.971326165,0,0.028673835
KWT,Barley,192285.7143,0,181571.4286,10714.28571,0,0.944279346,0.055720654
KGZ,Barley,145000,7714.285714,134000,3285.714286,0.05320197,0.924137931,0.022660099
LAO,Barley,8571.428571,8571.428571,0,0,1,0,0
LVA,Barley,262714.2857,50142.85714,211000,1571.428571,0.1908646,0.803153888,0.005981512
LBN,Barley,88142.85714,4571.428571,80571.42857,3000,0.051863857,0.914100486,0.034035656
LSO,Barley,285.7142857,285.7142857,0,0,1,0,0
LBR,Barley,1142.857143,1142.857143,0,0,1,0,0
LBY,Barley,336714.2857,68142.85714,248142.8571,20428.57143,0.202375902,0.736953755,0.060670344
LTU,Barley,852714.2857,95571.42857,728142.8571,29000,0.112079075,0.853911878,0.034009047
LUX,Barley,28857.14286,857.1428571,28000,0,0.02970297,0.97029703,0
MDG,Barley,6000,6000,0,0,1,0,0
MWI,Barley,3714.285714,3714.285714,0,0,1,0,0
MYS,Barley,89142.85714,88285.71429,857.1428571,0,0.990384615,0.009615385,0
MLI,Barley,1000,1000,0,0,1,0,0
MLT,Barley,55285.71429,142.8571429,53714.28571,1428.571429,0.002583979,0.971576227,0.025839793
MRT,Barley,1428.571429,1428.571429,0,0,1,0,0
MUS,Barley,8285.714286,8285.714286,0,0,1,0,0
MEX,Barley,982428.5714,591714.2857,365142.8571,25571.42857,0.602297513,0.371673695,0.026028792
MNG,Barley,2000,1000,857.1428571,142.8571429,0.5,0.428571429,0.071428571
MAR,Barley,2251714.286,1330000,724285.7143,197428.5714,0.590661084,0.321659688,0.087679229
MOZ,Barley,9000,9000,0,0,1,0,0
MMR,Barley,4857.142857,4857.142857,0,0,1,0,0
NAM,Barley,18571.42857,14857.14286,0,3714.285714,0.8,0,0.2
NPL,Barley,36142.85714,32857.14286,0,3285.714286,0.909090909,0,0.090909091
NLD,Barley,829428.5714,12571.42857,808142.8571,8714.285714,0.015156734,0.974336893,0.010506373
ANT,Barley,2142.857143,0,2142.857143,0,0,1,0
NCL,Barley,2428.571429,0,2428.571429,0,0,1,0
NZL,Barley,360714.2857,714.2857143,351714.2857,8285.714286,0.001980198,0.975049505,0.022970297
NIC,Barley,10000,10000,0,0,1,0,0
NER,Barley,1428.571429,1428.571429,0,0,1,0,0
NGA,Barley,42000,41857.14286,142.8571429,0,0.996598639,0.003401361,0
NOR,Barley,679285.7143,36857.14286,642428.5714,0,0.054258675,0.945741325,0
PAK,Barley,115714.2857,51857.14286,59857.14286,4000,0.448148148,0.517283951,0.034567901
PAN,Barley,23000,23000,0,0,1,0,0
PRY,Barley,27857.14286,27571.42857,285.7142857,0,0.98974359,0.01025641,0
PER,Barley,247000,151428.5714,12857.14286,82714.28571,0.613071139,0.05205321,0.334875651
PHL,Barley,177571.4286,177428.5714,142.8571429,0,0.999195495,0.000804505,0
POL,Barley,3654142.857,197428.5714,3254571.429,202142.8571,0.054028695,0.890652488,0.055318816
PRT,Barley,279000,11000,262285.7143,5714.285714,0.039426523,0.940092166,0.020481311
KOR,Barley,472285.7143,165571.4286,283857.1429,22857.14286,0.350574713,0.601028433,0.048396854
MDA,Barley,139000,86000,46000,7000,0.618705036,0.330935252,0.050359712
ROM,Barley,1090857.143,262285.7143,687857.1429,140714.2857,0.240440021,0.630565741,0.128994238
RUS,Barley,11990857.14,1029428.571,10706000,255428.5714,0.085851125,0.892846931,0.021301944
RWA,Barley,6571.428571,6571.428571,0,0,1,0,0
KNA,Barley,1000,1000,0,0,1,0,0
STL,Barley,2428.571429,2428.571429,0,0,1,0,0
VCT,Barley,285.7142857,0,0,285.7142857,0,0,1
WSM,Barley,1285.714286,1285.714286,0,0,1,0,0
STP,Barley,142.8571429,142.8571429,0,0,1,0,0
SAU,Barley,4228142.857,9857.142857,4071428.571,146857.1429,0.002331317,0.962935433,0.03473325
SEN,Barley,18571.42857,2142.857143,0,16428.57143,0.115384615,0,0.884615385
SRM,Barley,303428.5714,129857.1429,166714.2857,6857.142857,0.427966102,0.549435028,0.02259887
SYC,Barley,1714.285714,1714.285714,0,0,1,0,0
SLE,Barley,1142.857143,1142.857143,0,0,1,0,0
SVK,Barley,531000,5714.285714,491571.4286,33714.28571,0.010761367,0.92574657,0.063492063
SVN,Barley,150000,10571.42857,126857.1429,12571.42857,0.07047619,0.845714286,0.083809524
SLB,Barley,142.8571429,142.8571429,0,0,1,0,0
ZAF,Barley,401142.8571,377285.7143,17000,6857.142857,0.940527066,0.042378917,0.017094017
ESP,Barley,9052714.286,3285.714286,9016000,33428.57143,0.000362953,0.995944389,0.003692657
LKA,Barley,7714.285714,7714.285714,0,0,1,0,0
SUR,Barley,2000,2000,0,0,1,0,0
SWZ,Barley,18142.85714,18142.85714,0,0,1,0,0
SWE,Barley,1355428.571,13285.71429,1292142.857,50000,0.009801855,0.953309444,0.036888702
CHE,Barley,404571.4286,12571.42857,373857.1429,18142.85714,0.031073446,0.924081921,0.044844633
SYR,Barley,885571.4286,2000,819857.1429,63714.28571,0.002258429,0.925794483,0.071947088
TJK,Barley,25285.71429,23142.85714,1857.142857,285.7142857,0.915254237,0.073446328,0.011299435
THA,Barley,231571.4286,231571.4286,0,0,1,0,0
MKD,Barley,117285.7143,14571.42857,95714.28571,7000,0.124238733,0.816077954,0.059683313
TGO,Barley,5714.285714,5714.285714,0,0,1,0,0
TRI,Barley,10714.28571,1571.428571,9142.857143,0,0.146666667,0.853333333,0
TUN,Barley,625857.1429,70285.71429,542142.8571,13428.57143,0.112303127,0.866240584,0.021456289
TUR,Barley,6925714.286,139285.7143,5528285.714,1258142.857,0.020111386,0.798226073,0.181662541
TKM,Barley,21714.28571,857.1428571,19714.28571,1142.857143,0.039473684,0.907894737,0.052631579
UGA,Barley,22571.42857,22285.71429,285.7142857,0,0.987341772,0.012658228,0
UKR,Barley,5113142.857,355428.5714,4577571.429,180142.8571,0.06951274,0.895255923,0.035231337
ARE,Barley,136000,0,135857.1429,142.8571429,0,0.99894958,0.00105042
GBR,Barley,5005857.143,32142.85714,4928428.571,45285.71429,0.00642105,0.984532405,0.009046545
TZA,Barley,23285.71429,22571.42857,0,714.2857143,0.969325153,0,0.030674847
USA,Barley,5850428.571,154000,5696428.571,0,0.026322858,0.973677142,0
URY,Barley,7714.285714,4428.571429,3000,285.7142857,0.574074074,0.388888889,0.037037037
UZB,Barley,115142.8571,65000,46714.28571,3428.571429,0.564516129,0.405707196,0.029776675
VEN,Barley,325428.5714,321714.2857,0,3714.285714,0.988586479,0,0.011413521
VNM,Barley,156142.8571,155142.8571,0,1000,0.993595608,0,0.006404392
YEM,Barley,41000,2714.285714,37142.85714,1142.857143,0.066202091,0.905923345,0.027874564
ZMB,Barley,8285.714286,8285.714286,0,0,1,0,0
ZWE,Barley,26000,21285.71429,1857.142857,2857.142857,0.818681319,0.071428571,0.10989011
ALB,Beans,19571.42857,15000,0,4571.428571,0.766423358,0,0.233576642
DZA,Beans,58571.42857,55714.28571,0,2857.142857,0.951219512,0,0.048780488
AGO,Beans,100857.1429,95000,0,5857.142857,0.941926346,0,0.058073654
ARG,Beans,10428.57143,6000,0,4428.571429,0.575342466,0,0.424657534
ARM,Beans,3571.428571,0,3571.428571,0,0,1,0
AUS,Beans,13571.42857,12571.42857,0,1000,0.926315789,0,0.073684211
AUT,Beans,2857.142857,2857.142857,0,0,1,0,0
AZE,Beans,5714.285714,0,5714.285714,0,0,1,0
BGD,Beans,55285.71429,52285.71429,0,3000,0.945736434,0,0.054263566
BLR,Beans,147285.7143,0,139428.5714,7857.142857,0,0.946653734,0.053346266
BEL,Beans,4428.571429,4428.571429,0,0,1,0,0
BZE,Beans,2142.857143,2142.857143,0,0,1,0,0
BEN,Beans,79285.71429,54714.28571,0,24571.42857,0.69009009,0,0.30990991
BOL,Beans,2714.285714,2000,0,714.2857143,0.736842105,0,0.263157895
BIH,Beans,14571.42857,14428.57143,0,142.8571429,0.990196078,0,0.009803922
BWA,Beans,3857.142857,3857.142857,0,0,1,0,0
BRA,Beans,2878142.857,2785285.714,0,92857.14286,0.967737132,0,0.032262868
BGR,Beans,23285.71429,19000,3142.857143,1142.857143,0.81595092,0.134969325,0.049079755
BFA,Beans,2142.857143,2142.857143,0,0,1,0,0
BDI,Beans,235428.5714,222571.4286,0,12857.14286,0.94538835,0,0.05461165
KHM,Beans,17571.42857,17428.57143,0,142.8571429,0.991869919,0,0.008130081
CMR,Beans,154571.4286,134285.7143,0,20285.71429,0.868761553,0,0.131238447
CAN,Beans,44142.85714,38571.42857,0,5571.428571,0.873786408,0,0.126213592
CPV,Beans,2285.714286,2285.714286,0,0,1,0,0
TCD,Beans,54142.85714,47714.28571,0,6428.571429,0.881266491,0,0.118733509
CHL,Beans,31142.85714,30142.85714,0,1000,0.967889908,0,0.032110092
CHN,Beans,1068000,462857.1429,548571.4286,56571.42857,0.433386838,0.51364366,0.052969502
COL,Beans,143428.5714,141142.8571,0,2285.714286,0.984063745,0,0.015936255
COG,Beans,5142.857143,5142.857143,0,0,1,0,0
COS,Beans,38571.42857,36857.14286,0,1714.285714,0.955555556,0,0.044444444
HRV,Beans,18714.28571,14428.57143,4285.714286,0,0.770992366,0.229007634,0
CUB,Beans,138571.4286,130571.4286,0,8000,0.942268041,0,0.057731959
CYP,Beans,2000,2000,0,0,1,0,0
CZE,Beans,3285.714286,1571.428571,1714.285714,0,0.47826087,0.52173913,0
CIV,Beans,20714.28571,20714.28571,0,0,1,0,0
PRK,Beans,271142.8571,262428.5714,0,8714.285714,0.967860906,0,0.032139094
ZAR,Beans,119285.7143,112714.2857,0,6571.428571,0.94491018,0,0.05508982
DNK,Beans,857.1428571,857.1428571,0,0,1,0,0
DJI,Beans,1714.285714,1714.285714,0,0,1,0,0
DOM,Beans,38000,36857.14286,0,1142.857143,0.969924812,0,0.030075188
ECU,Beans,14285.71429,11571.42857,0,2714.285714,0.81,0,0.19
EGY,Beans,33428.57143,33428.57143,0,0,1,0,0
ELS,Beans,79428.57143,75857.14286,0,3571.428571,0.955035971,0,0.044964029
ERI,Beans,1714.285714,1714.285714,0,0,1,0,0
EST,Beans,1571.428571,142.8571429,1428.571429,0,0.090909091,0.909090909,0
ETH,Beans,90285.71429,83142.85714,0,7142.857143,0.920886076,0,0.079113924
FRA,Beans,57714.28571,57714.28571,0,0,1,0,0
GAB,Beans,285.7142857,285.7142857,0,0,1,0,0
GEO,Beans,10428.57143,0,9857.142857,571.4285714,0,0.945205479,0.054794521
DEU,Beans,13428.57143,10428.57143,3000,0,0.776595745,0.223404255,0
GRC,Beans,34857.14286,31714.28571,1000,2142.857143,0.909836066,0.028688525,0.06147541
GUA,Beans,85142.85714,80428.57143,0,4714.285714,0.944630872,0,0.055369128
GIN,Beans,428.5714286,428.5714286,0,0,1,0,0
HAI,Beans,55571.42857,51571.42857,0,4000,0.928020566,0,0.071979434
HON,Beans,63142.85714,59142.85714,0,4000,0.936651584,0,0.063348416
HUN,Beans,7000,7000,0,0,1,0,0
IND,Beans,3003285.714,2713000,161285.7143,129000,0.903343957,0.053703087,0.042952956
IDN,Beans,298571.4286,266428.5714,0,32142.85714,0.892344498,0,0.107655502
IRN,Beans,169142.8571,163571.4286,0,5571.428571,0.967060811,0,0.032939189
IRL,Beans,15857.14286,3714.285714,12000,142.8571429,0.234234234,0.756756757,0.009009009
ISR,Beans,10000,10000,0,0,1,0,0
ITA,Beans,99285.71429,94857.14286,0,4428.571429,0.955395683,0,0.044604317
JAM,Beans,2571.428571,2571.428571,0,0,1,0,0
JPN,Beans,243142.8571,224428.5714,7714.285714,11000,0.923031727,0.03172738,0.045240893
JOR,Beans,2000,2000,0,0,1,0,0
KAZ,Beans,8000,0,8000,0,0,1,0
KEN,Beans,459285.7143,390000,0,69285.71429,0.849144635,0,0.150855365
KWT,Beans,1142.857143,1142.857143,0,0,1,0,0
KGZ,Beans,13857.14286,13857.14286,0,0,1,0,0
LAO,Beans,2285.714286,2285.714286,0,0,1,0,0
LVA,Beans,1000,0,1000,0,0,1,0
LBN,Beans,5857.142857,5857.142857,0,0,1,0,0
LSO,Beans,8142.857143,7714.285714,0,428.5714286,0.947368421,0,0.052631579
LBY,Beans,1857.142857,1857.142857,0,0,1,0,0
LTU,Beans,4285.714286,0,4285.714286,0,0,1,0
LUX,Beans,142.8571429,142.8571429,0,0,1,0,0
MDG,Beans,69142.85714,61285.71429,0,7857.142857,0.886363636,0,0.113636364
MWI,Beans,70142.85714,47285.71429,13714.28571,9142.857143,0.67413442,0.195519348,0.130346232
MYS,Beans,41000,41000,0,0,1,0,0
MLT,Beans,1000,1000,0,0,1,0,0
MRT,Beans,8428.571429,8428.571429,0,0,1,0,0
MUS,Beans,1000,1000,0,0,1,0,0
MEX,Beans,1231000,1161714.286,0,69285.71429,0.94371591,0,0.05628409
MAR,Beans,14000,13000,0,1000,0.928571429,0,0.071428571
MMR,Beans,383142.8571,116000,200000,67142.85714,0.302759135,0.521998509,0.175242356
NPL,Beans,26285.71429,25142.85714,0,1142.857143,0.956521739,0,0.043478261
NLD,Beans,28857.14286,6714.285714,22142.85714,0,0.232673267,0.767326733,0
NZL,Beans,5428.571429,5428.571429,0,0,1,0,0
NIC,Beans,138000,82285.71429,0,55714.28571,0.596273292,0,0.403726708
NER,Beans,4428.571429,4428.571429,0,0,1,0,0
NGA,Beans,571.4285714,571.4285714,0,0,1,0,0
NOR,Beans,285.7142857,285.7142857,0,0,1,0,0
PAK,Beans,167285.7143,163142.8571,0,4142.857143,0.975234842,0,0.024765158
PAN,Beans,6714.285714,6428.571429,0,285.7142857,0.957446809,0,0.042553191
PRY,Beans,47857.14286,45571.42857,0,2285.714286,0.952238806,0,0.047761194
PER,Beans,52857.14286,51857.14286,0,1000,0.981081081,0,0.018918919
PHL,Beans,71000,69285.71429,0,1714.285714,0.975855131,0,0.024144869
POL,Beans,32428.57143,31428.57143,0,1000,0.969162996,0,0.030837004
PRT,Beans,35285.71429,27000,6285.714286,2000,0.765182186,0.178137652,0.056680162
KOR,Beans,60142.85714,58142.85714,0,2000,0.966745843,0,0.033254157
MDA,Beans,22142.85714,0,21000,1142.857143,0,0.948387097,0.051612903
ROM,Beans,43714.28571,26857.14286,14714.28571,2142.857143,0.614379085,0.336601307,0.049019608
RUS,Beans,12857.14286,0,12857.14286,0,0,1,0
RWA,Beans,200571.4286,190142.8571,0,10428.57143,0.948005698,0,0.051994302
SAU,Beans,3285.714286,3285.714286,0,0,1,0,0
SEN,Beans,142.8571429,142.8571429,0,0,1,0,0
SRM,Beans,59428.57143,53428.57143,0,6000,0.899038462,0,0.100961538
SLE,Beans,571.4285714,571.4285714,0,0,1,0,0
SVK,Beans,3428.571429,2285.714286,1142.857143,0,0.666666667,0.333333333,0
SVN,Beans,3571.428571,2571.428571,1000,0,0.72,0.28,0
ZAF,Beans,110857.1429,107000,0,3857.142857,0.965206186,0,0.034793814
ESP,Beans,62714.28571,59142.85714,0,3571.428571,0.943052392,0,0.056947608
LKA,Beans,24714.28571,23714.28571,0,1000,0.959537572,0,0.040462428
SDN,Beans,27000,24000,0,3000,0.888888889,0,0.111111111
SWZ,Beans,4571.428571,3857.142857,0,714.2857143,0.84375,0,0.15625
SWE,Beans,2000,2000,0,0,1,0,0
CHE,Beans,2428.571429,2000,428.5714286,0,0.823529412,0.176470588,0
SYR,Beans,2142.857143,2142.857143,0,0,1,0,0
TJK,Beans,428.5714286,428.5714286,0,0,1,0,0
THA,Beans,169428.5714,162428.5714,0,7000,0.958684654,0,0.041315346
MKD,Beans,13142.85714,10285.71429,1857.142857,1000,0.782608696,0.141304348,0.076086957
TGO,Beans,40285.71429,36142.85714,0,4142.857143,0.897163121,0,0.102836879
TRI,Beans,1142.857143,1142.857143,0,0,1,0,0
TUN,Beans,6428.571429,6428.571429,0,0,1,0,0
TUR,Beans,211000,202857.1429,0,8142.857143,0.96140826,0,0.03859174
UGA,Beans,393000,371142.8571,0,21857.14286,0.94438386,0,0.05561614
UKR,Beans,52714.28571,0,51000,1714.285714,0,0.967479675,0.032520325
ARE,Beans,4000,4000,0,0,1,0,0
GBR,Beans,88714.28571,49285.71429,38428.57143,1000,0.555555556,0.433172303,0.011272142
TZA,Beans,385428.5714,355571.4286,0,29857.14286,0.922535211,0,0.077464789
USA,Beans,964571.4286,962571.4286,1000,1000,0.99792654,0.00103673,0.00103673
URY,Beans,4000,3857.142857,0,142.8571429,0.964285714,0,0.035714286
VEN,Beans,100142.8571,98000,0,2142.857143,0.978601997,0,0.021398003
VNM,Beans,129142.8571,124857.1429,0,4285.714286,0.966814159,0,0.033185841
YEM,Beans,6428.571429,6428.571429,0,0,1,0,0
ZMB,Beans,3000,3000,0,0,1,0,0
ZWE,Beans,44714.28571,42000,0,2714.285714,0.939297125,0,0.060702875
AGO,Cassava,4524285.714,2539857.143,1520142.857,464285.7143,0.561383012,0.335996211,0.102620777
ARG,Cassava,184571.4286,70000,82142.85714,32428.57143,0.379256966,0.44504644,0.175696594
AUS,Cassava,26428.57143,2571.428571,0,23857.14286,0.097297297,0,0.902702703
AUT,Cassava,571.4285714,0,0,571.4285714,0,0,1
BHA,Cassava,714.2857143,714.2857143,0,0,1,0,0
BGD,Cassava,66285.71429,27000,0,39285.71429,0.407327586,0,0.592672414
BAR,Cassava,571.4285714,571.4285714,0,0,1,0,0
BLR,Cassava,5285.714286,0,5000,285.7142857,0,0.945945946,0.054054054
BEL,Cassava,923857.1429,0,921714.2857,2142.857143,0,0.997680532,0.002319468
BZE,Cassava,1142.857143,1142.857143,0,0,1,0,0
BEN,Cassava,2368571.429,986000,410285.7143,972285.7143,0.41628468,0.173220748,0.410494572
BOL,Cassava,338000,148000,135000,55000,0.437869822,0.399408284,0.162721893
BRA,Cassava,21563000,7329000,10849428.57,3384571.429,0.339887771,0.503150238,0.156961992
BRN,Cassava,2571.428571,2000,0,571.4285714,0.777777778,0,0.222222222
BGR,Cassava,285.7142857,0,0,285.7142857,0,0,1
BFA,Cassava,2142.857143,2142.857143,0,0,1,0,0
BDI,Cassava,669000,605714.2857,0,63285.71429,0.90540252,0,0.09459748
KHM,Cassava,153571.4286,129428.5714,0,24142.85714,0.842790698,0,0.157209302
CMR,Cassava,1955142.857,1466000,195714.2857,293428.5714,0.749817332,0.100102294,0.150080374
CAN,Cassava,28857.14286,5428.571429,3000,20428.57143,0.188118812,0.103960396,0.707920792
CPV,Cassava,3000,3000,0,0,1,0,0
CAF,Cassava,570571.4286,553428.5714,0,17142.85714,0.969954932,0,0.030045068
TCD,Cassava,300857.1429,270857.1429,15000,15000,0.9002849,0.04985755,0.04985755
CHL,Cassava,2285.714286,0,0,2285.714286,0,0,1
CHN,Cassava,9131571.429,1679714.286,4956000,2495857.143,0.183945808,0.542732435,0.273321757
COL,Cassava,1751285.714,1370428.571,155000,225857.1429,0.782527123,0.088506403,0.128966474
COM,Cassava,54000,52000,0,2000,0.962962963,0,0.037037037
COG,Cassava,831000,822142.8571,0,8857.142857,0.989341585,0,0.010658415
COS,Cassava,96428.57143,96428.57143,0,0,1,0,0
CUB,Cassava,422428.5714,273857.1429,84428.57143,64142.85714,0.648292188,0.199864728,0.151843084
CZE,Cassava,1857.142857,0,1857.142857,0,0,1,0
CIV,Cassava,2100000,1844000,131571.4286,124428.5714,0.878095238,0.062653061,0.059251701
ZAR,Cassava,16204714.29,15281000,564857.1429,358857.1429,0.942997188,0.034857581,0.022145231
DNK,Cassava,8142.857143,0,7428.571429,714.2857143,0,0.912280702,0.087719298
DOM,Cassava,120142.8571,108000,0,12142.85714,0.898929845,0,0.101070155
ECU,Cassava,75285.71429,70285.71429,428.5714286,4571.428571,0.933586338,0.0056926,0.060721063
EGY,Cassava,19142.85714,142.8571429,19000,0,0.007462687,0.992537313,0
ELS,Cassava,17857.14286,15857.14286,0,2000,0.888,0,0.112
FJI,Cassava,27428.57143,21285.71429,3285.714286,2857.142857,0.776041667,0.119791667,0.104166667
FIN,Cassava,142.8571429,0,142.8571429,0,0,1,0
FRA,Cassava,115571.4286,0,96714.28571,18857.14286,0,0.8368356,0.1631644
PYF,Cassava,5285.714286,3142.857143,1285.714286,857.1428571,0.594594595,0.243243243,0.162162162
GAB,Cassava,225714.2857,105285.7143,70000,50428.57143,0.466455696,0.310126582,0.223417722
GMB,Cassava,6714.285714,6714.285714,0,0,1,0,0
DEU,Cassava,219428.5714,0,209857.1429,9571.428571,0,0.956380208,0.043619792
GHA,Cassava,8427000,4291714.286,1339428.571,2795857.143,0.509281391,0.158944888,0.331773721
GUA,Cassava,16571.42857,14571.42857,0,2000,0.879310345,0,0.120689655
GIN,Cassava,831571.4286,746142.8571,0,85428.57143,0.897268511,0,0.102731489
GNB,Cassava,33428.57143,33428.57143,0,0,1,0,0
GUY,Cassava,30714.28571,18142.85714,6142.857143,6428.571429,0.590697674,0.2,0.209302326
HAI,Cassava,322142.8571,226142.8571,31571.42857,64428.57143,0.701995565,0.098004435,0.2
HON,Cassava,10714.28571,9714.285714,0,1000,0.906666667,0,0.093333333
IND,Cassava,6112714.286,5806285.714,0,306428.5714,0.949870294,0,0.050129706
IDN,Cassava,15923000,8861571.429,328142.8571,6733285.714,0.556526498,0.020608105,0.422865397
IRL,Cassava,142.8571429,0,142.8571429,0,0,1,0
ISR,Cassava,857.1428571,0,0,857.1428571,0,0,1
ITA,Cassava,71571.42857,0,70142.85714,1428.571429,0,0.98003992,0.01996008
JAM,Cassava,15142.85714,5142.857143,7714.285714,2285.714286,0.339622642,0.509433962,0.150943396
JPN,Cassava,480285.7143,480285.7143,0,0,1,0,0
KEN,Cassava,531285.7143,514000,0,17285.71429,0.967464372,0,0.032535628
LAO,Cassava,76000,62000,7000,7000,0.815789474,0.092105263,0.092105263
LBR,Cassava,405857.1429,405857.1429,0,0,1,0,0
LTU,Cassava,142.8571429,0,142.8571429,0,0,1,0
MDG,Cassava,2376142.857,2126571.429,114857.1429,134714.2857,0.894967835,0.048337642,0.056694523
MWI,Cassava,1698857.143,806285.7143,700000,192571.4286,0.474604776,0.412041709,0.113353515
MYS,Cassava,759857.1429,348142.8571,19428.57143,392285.7143,0.458168829,0.025568716,0.516262455
MLI,Cassava,15571.42857,14714.28571,857.1428571,0,0.944954128,0.055045872,0
MUS,Cassava,1285.714286,0,0,1285.714286,0,0,1
MEX,Cassava,19142.85714,15142.85714,0,4000,0.791044776,0,0.208955224
MNG,Cassava,1571.428571,1571.428571,0,0,1,0,0
MAR,Cassava,1000,1000,0,0,1,0,0
MOZ,Cassava,5705571.429,4225571.429,915714.2857,564285.7143,0.740604422,0.160494755,0.098900824
