"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Lowest Temperature","1984M06","Rosslare","Degrees C","7.4"
"Lowest Temperature","1984M06","Shannon airport","Degrees C","5.3"
"Lowest Temperature","1984M07","Belmullet","Degrees C","6.3"
"Lowest Temperature","1984M07","Birr","Degrees C","6.1"
"Lowest Temperature","1984M07","Valentia Observatory","Degrees C","7.1"
"Lowest Temperature","1984M07","Casement","Degrees C","4.6"
"Lowest Temperature","1984M07","Claremorris","Degrees C","5.1"
"Lowest Temperature","1984M07","Clones","Degrees C","4.6"
"Lowest Temperature","1984M07","Cork airport","Degrees C","7.7"
"Lowest Temperature","1984M07","Dublin airport","Degrees C","7.5"
"Lowest Temperature","1984M07","Galway","Degrees C","5.6"
"Lowest Temperature","1984M07","Kilkenny","Degrees C","3.6"
"Lowest Temperature","1984M07","Malin head","Degrees C","6.5"
"Lowest Temperature","1984M07","Mullingar","Degrees C","6.2"
"Lowest Temperature","1984M07","Roches Point","Degrees C","9.5"
"Lowest Temperature","1984M07","Rosslare","Degrees C","9.6"
"Lowest Temperature","1984M07","Shannon airport","Degrees C","7.7"
"Lowest Temperature","1984M08","Belmullet","Degrees C","6.9"
"Lowest Temperature","1984M08","Birr","Degrees C","6.5"
"Lowest Temperature","1984M08","Valentia Observatory","Degrees C","6.8"
"Lowest Temperature","1984M08","Casement","Degrees C","5.7"
"Lowest Temperature","1984M08","Claremorris","Degrees C","4.4"
"Lowest Temperature","1984M08","Clones","Degrees C","6.8"
"Lowest Temperature","1984M08","Cork airport","Degrees C","8.4"
"Lowest Temperature","1984M08","Dublin airport","Degrees C","8.9"
"Lowest Temperature","1984M08","Galway","Degrees C","8.5"
"Lowest Temperature","1984M08","Kilkenny","Degrees C","5.9"
"Lowest Temperature","1984M08","Malin head","Degrees C","8.4"
"Lowest Temperature","1984M08","Mullingar","Degrees C","5.2"
"Lowest Temperature","1984M08","Roches Point","Degrees C","10.7"
"Lowest Temperature","1984M08","Rosslare","Degrees C","10.7"
"Lowest Temperature","1984M08","Shannon airport","Degrees C","9"
"Lowest Temperature","1984M09","Belmullet","Degrees C","3.2"
"Lowest Temperature","1984M09","Birr","Degrees C","3.3"
"Lowest Temperature","1984M09","Valentia Observatory","Degrees C","4"
"Lowest Temperature","1984M09","Casement","Degrees C","2.9"
"Lowest Temperature","1984M09","Claremorris","Degrees C","1.5"
"Lowest Temperature","1984M09","Clones","Degrees C","0.2"
"Lowest Temperature","1984M09","Cork airport","Degrees C","4.9"
"Lowest Temperature","1984M09","Dublin airport","Degrees C","5.2"
"Lowest Temperature","1984M09","Galway","Degrees C","4"
"Lowest Temperature","1984M09","Kilkenny","Degrees C","4"
"Lowest Temperature","1984M09","Malin head","Degrees C","6.3"
"Lowest Temperature","1984M09","Mullingar","Degrees C","4.1"
"Lowest Temperature","1984M09","Roches Point","Degrees C","6.8"
"Lowest Temperature","1984M09","Rosslare","Degrees C","6.5"
"Lowest Temperature","1984M09","Shannon airport","Degrees C","5.6"
"Lowest Temperature","1984M10","Belmullet","Degrees C","-0.5"
"Lowest Temperature","1984M10","Birr","Degrees C","-2.1"
"Lowest Temperature","1984M10","Valentia Observatory","Degrees C","2.8"
"Lowest Temperature","1984M10","Casement","Degrees C","-0.3"
"Lowest Temperature","1984M10","Claremorris","Degrees C","-1.7"
"Lowest Temperature","1984M10","Clones","Degrees C","-1.5"
"Lowest Temperature","1984M10","Cork airport","Degrees C","3.5"
"Lowest Temperature","1984M10","Dublin airport","Degrees C","3"
"Lowest Temperature","1984M10","Galway","Degrees C","-0.6"
"Lowest Temperature","1984M10","Kilkenny","Degrees C","-2.2"
"Lowest Temperature","1984M10","Malin head","Degrees C","2.9"
"Lowest Temperature","1984M10","Mullingar","Degrees C","-0.7"
"Lowest Temperature","1984M10","Roches Point","Degrees C","4.8"
"Lowest Temperature","1984M10","Rosslare","Degrees C","4.9"
"Lowest Temperature","1984M10","Shannon airport","Degrees C","1.8"
"Lowest Temperature","1984M11","Belmullet","Degrees C","-2"
"Lowest Temperature","1984M11","Birr","Degrees C","-5"
"Lowest Temperature","1984M11","Valentia Observatory","Degrees C","-1.4"
"Lowest Temperature","1984M11","Casement","Degrees C","-1.7"
"Lowest Temperature","1984M11","Claremorris","Degrees C","-5.1"
"Lowest Temperature","1984M11","Clones","Degrees C","-3"
"Lowest Temperature","1984M11","Cork airport","Degrees C","-0.2"
"Lowest Temperature","1984M11","Dublin airport","Degrees C","-1.7"
"Lowest Temperature","1984M11","Galway","Degrees C","-3.4"
"Lowest Temperature","1984M11","Kilkenny","Degrees C","-4.5"
"Lowest Temperature","1984M11","Malin head","Degrees C","0"
"Lowest Temperature","1984M11","Mullingar","Degrees C","-4.4"
"Lowest Temperature","1984M11","Roches Point","Degrees C","1.5"
"Lowest Temperature","1984M11","Rosslare","Degrees C","1.9"
"Lowest Temperature","1984M11","Shannon airport","Degrees C","-1.7"
"Lowest Temperature","1984M12","Belmullet","Degrees C","-0.8"
"Lowest Temperature","1984M12","Birr","Degrees C","-3.3"
"Lowest Temperature","1984M12","Valentia Observatory","Degrees C","-0.8"
"Lowest Temperature","1984M12","Casement","Degrees C","-3.5"
"Lowest Temperature","1984M12","Claremorris","Degrees C","-4.9"
"Lowest Temperature","1984M12","Clones","Degrees C","-4"
"Lowest Temperature","1984M12","Cork airport","Degrees C","-1.5"
"Lowest Temperature","1984M12","Dublin airport","Degrees C","-2.2"
"Lowest Temperature","1984M12","Galway","Degrees C","-2.9"
"Lowest Temperature","1984M12","Kilkenny","Degrees C","-3.5"
"Lowest Temperature","1984M12","Malin head","Degrees C","-2.4"
"Lowest Temperature","1984M12","Mullingar","Degrees C","-5.1"
"Lowest Temperature","1984M12","Roches Point","Degrees C","0.6"
"Lowest Temperature","1984M12","Rosslare","Degrees C","-0.4"
"Lowest Temperature","1984M12","Shannon airport","Degrees C","-3"
"Lowest Temperature","1985M01","Belmullet","Degrees C","-6.4"
"Lowest Temperature","1985M01","Birr","Degrees C","-8.9"
"Lowest Temperature","1985M01","Valentia Observatory","Degrees C","-4.7"
"Lowest Temperature","1985M01","Casement","Degrees C","-5.9"
"Lowest Temperature","1985M01","Claremorris","Degrees C","-8.5"
"Lowest Temperature","1985M01","Clones","Degrees C","-8.4"
"Lowest Temperature","1985M01","Cork airport","Degrees C","-7.2"
"Lowest Temperature","1985M01","Dublin airport","Degrees C","-3.5"
"Lowest Temperature","1985M01","Galway","Degrees C","-7"
"Lowest Temperature","1985M01","Kilkenny","Degrees C","-8.2"
"Lowest Temperature","1985M01","Malin head","Degrees C","-2.8"
"Lowest Temperature","1985M01","Mullingar","Degrees C","-7.1"
"Lowest Temperature","1985M01","Roches Point","Degrees C","-4.4"
"Lowest Temperature","1985M01","Rosslare","Degrees C","-1.2"
"Lowest Temperature","1985M01","Shannon airport","Degrees C","-6.5"
"Lowest Temperature","1985M02","Belmullet","Degrees C","-4.5"
"Lowest Temperature","1985M02","Birr","Degrees C","-3.6"
"Lowest Temperature","1985M02","Valentia Observatory","Degrees C","1.5"
"Lowest Temperature","1985M02","Casement","Degrees C","-6"
"Lowest Temperature","1985M02","Claremorris","Degrees C","-6.1"
"Lowest Temperature","1985M02","Clones","Degrees C","-4"
"Lowest Temperature","1985M02","Cork airport","Degrees C","-2.1"
"Lowest Temperature","1985M02","Dublin airport","Degrees C","-4"
"Lowest Temperature","1985M02","Galway","Degrees C","-4.6"
"Lowest Temperature","1985M02","Kilkenny","Degrees C","-6"
"Lowest Temperature","1985M02","Malin head","Degrees C","-2.1"
"Lowest Temperature","1985M02","Mullingar","Degrees C","-5.2"
"Lowest Temperature","1985M02","Roches Point","Degrees C","-1.2"
"Lowest Temperature","1985M02","Rosslare","Degrees C","-2.1"
"Lowest Temperature","1985M02","Shannon airport","Degrees C","-1.6"
"Lowest Temperature","1985M03","Belmullet","Degrees C","-1.6"
"Lowest Temperature","1985M03","Birr","Degrees C","-3.9"
"Lowest Temperature","1985M03","Valentia Observatory","Degrees C","-0.8"
"Lowest Temperature","1985M03","Casement","Degrees C","-3.2"
"Lowest Temperature","1985M03","Claremorris","Degrees C","-3.7"
"Lowest Temperature","1985M03","Clones","Degrees C","-3.2"
"Lowest Temperature","1985M03","Cork airport","Degrees C","-0.9"
"Lowest Temperature","1985M03","Dublin airport","Degrees C","-2.4"
"Lowest Temperature","1985M03","Galway","Degrees C","-1.7"
"Lowest Temperature","1985M03","Kilkenny","Degrees C","-3.4"
"Lowest Temperature","1985M03","Malin head","Degrees C","-0.8"
"Lowest Temperature","1985M03","Mullingar","Degrees C","-4.2"
"Lowest Temperature","1985M03","Roches Point","Degrees C","1.8"
"Lowest Temperature","1985M03","Rosslare","Degrees C","0.7"
"Lowest Temperature","1985M03","Shannon airport","Degrees C","-0.4"
"Lowest Temperature","1985M04","Belmullet","Degrees C","0.9"
"Lowest Temperature","1985M04","Birr","Degrees C","-1.8"
"Lowest Temperature","1985M04","Valentia Observatory","Degrees C","1"
"Lowest Temperature","1985M04","Casement","Degrees C","-2.5"
"Lowest Temperature","1985M04","Claremorris","Degrees C","-0.2"
"Lowest Temperature","1985M04","Clones","Degrees C","-0.7"
"Lowest Temperature","1985M04","Cork airport","Degrees C","0.5"
"Lowest Temperature","1985M04","Dublin airport","Degrees C","-0.8"
"Lowest Temperature","1985M04","Galway","Degrees C","0.3"
"Lowest Temperature","1985M04","Kilkenny","Degrees C","-1.9"
"Lowest Temperature","1985M04","Malin head","Degrees C","1.4"
"Lowest Temperature","1985M04","Mullingar","Degrees C","-0.4"
"Lowest Temperature","1985M04","Roches Point","Degrees C","2"
"Lowest Temperature","1985M04","Rosslare","Degrees C","2.1"
"Lowest Temperature","1985M04","Shannon airport","Degrees C","0.5"
"Lowest Temperature","1985M05","Belmullet","Degrees C","0.2"
"Lowest Temperature","1985M05","Birr","Degrees C","-1.1"
"Lowest Temperature","1985M05","Valentia Observatory","Degrees C","2.3"
"Lowest Temperature","1985M05","Casement","Degrees C","0.4"
"Lowest Temperature","1985M05","Claremorris","Degrees C","-0.4"
"Lowest Temperature","1985M05","Clones","Degrees C","1.5"
"Lowest Temperature","1985M05","Cork airport","Degrees C","2.1"
"Lowest Temperature","1985M05","Dublin airport","Degrees C","1.7"
"Lowest Temperature","1985M05","Galway","Degrees C","2.2"
"Lowest Temperature","1985M05","Kilkenny","Degrees C","0.2"
"Lowest Temperature","1985M05","Malin head","Degrees C","3.5"
"Lowest Temperature","1985M05","Mullingar","Degrees C","1.4"
"Lowest Temperature","1985M05","Roches Point","Degrees C","3.6"
"Lowest Temperature","1985M05","Rosslare","Degrees C","4.3"
"Lowest Temperature","1985M05","Shannon airport","Degrees C","1.9"
"Lowest Temperature","1985M06","Belmullet","Degrees C","5.5"
"Lowest Temperature","1985M06","Birr","Degrees C","2.1"
"Lowest Temperature","1985M06","Valentia Observatory","Degrees C","3.6"
"Lowest Temperature","1985M06","Casement","Degrees C","1.6"
"Lowest Temperature","1985M06","Claremorris","Degrees C","2.6"
"Lowest Temperature","1985M06","Clones","Degrees C","2.8"
"Lowest Temperature","1985M06","Cork airport","Degrees C","3.9"
"Lowest Temperature","1985M06","Dublin airport","Degrees C","3"
"Lowest Temperature","1985M06","Galway","Degrees C","4.2"
"Lowest Temperature","1985M06","Kilkenny","Degrees C","2.4"
"Lowest Temperature","1985M06","Malin head","Degrees C","5.5"
"Lowest Temperature","1985M06","Mullingar","Degrees C","1.6"
"Lowest Temperature","1985M06","Roches Point","Degrees C","5.6"
"Lowest Temperature","1985M06","Rosslare","Degrees C","6.4"
"Lowest Temperature","1985M06","Shannon airport","Degrees C","4.3"
"Lowest Temperature","1985M07","Belmullet","Degrees C","6.5"
"Lowest Temperature","1985M07","Birr","Degrees C","6.5"
"Lowest Temperature","1985M07","Valentia Observatory","Degrees C","8.6"
"Lowest Temperature","1985M07","Casement","Degrees C","6.4"
"Lowest Temperature","1985M07","Claremorris","Degrees C","6.1"
"Lowest Temperature","1985M07","Clones","Degrees C","7"
"Lowest Temperature","1985M07","Cork airport","Degrees C","7.8"
"Lowest Temperature","1985M07","Dublin airport","Degrees C","7.8"
"Lowest Temperature","1985M07","Galway","Degrees C","9.1"
"Lowest Temperature","1985M07","Kilkenny","Degrees C","4.6"
"Lowest Temperature","1985M07","Malin head","Degrees C","8.6"
"Lowest Temperature","1985M07","Mullingar","Degrees C","6.5"
"Lowest Temperature","1985M07","Roches Point","Degrees C","7.5"
"Lowest Temperature","1985M07","Rosslare","Degrees C","7.3"
"Lowest Temperature","1985M07","Shannon airport","Degrees C","9.3"
"Lowest Temperature","1985M08","Belmullet","Degrees C","6.9"
"Lowest Temperature","1985M08","Birr","Degrees C","6.7"
"Lowest Temperature","1985M08","Valentia Observatory","Degrees C","9.1"
"Lowest Temperature","1985M08","Casement","Degrees C","5.4"
"Lowest Temperature","1985M08","Claremorris","Degrees C","6.4"
"Lowest Temperature","1985M08","Clones","Degrees C","5.4"
"Lowest Temperature","1985M08","Cork airport","Degrees C","6.8"
"Lowest Temperature","1985M08","Dublin airport","Degrees C","7"
"Lowest Temperature","1985M08","Galway","Degrees C","8"
"Lowest Temperature","1985M08","Kilkenny","Degrees C","3.9"
"Lowest Temperature","1985M08","Malin head","Degrees C","7.5"
"Lowest Temperature","1985M08","Mullingar","Degrees C","6"
"Lowest Temperature","1985M08","Roches Point","Degrees C","8.3"
"Lowest Temperature","1985M08","Rosslare","Degrees C","8"
"Lowest Temperature","1985M08","Shannon airport","Degrees C","8.9"
"Lowest Temperature","1985M09","Belmullet","Degrees C","7.1"
"Lowest Temperature","1985M09","Birr","Degrees C","6"
"Lowest Temperature","1985M09","Valentia Observatory","Degrees C","5"
"Lowest Temperature","1985M09","Casement","Degrees C","6"
"Lowest Temperature","1985M09","Claremorris","Degrees C","5.6"
"Lowest Temperature","1985M09","Clones","Degrees C","5"
"Lowest Temperature","1985M09","Cork airport","Degrees C","6.6"
"Lowest Temperature","1985M09","Dublin airport","Degrees C","5.6"
"Lowest Temperature","1985M09","Galway","Degrees C","8.2"
"Lowest Temperature","1985M09","Kilkenny","Degrees C","3.1"
"Lowest Temperature","1985M09","Malin head","Degrees C","8.2"
"Lowest Temperature","1985M09","Mullingar","Degrees C","5.4"
"Lowest Temperature","1985M09","Roches Point","Degrees C","7.3"
"Lowest Temperature","1985M09","Rosslare","Degrees C","6.4"
"Lowest Temperature","1985M09","Shannon airport","Degrees C","8.9"
"Lowest Temperature","1985M10","Belmullet","Degrees C","1.1"
"Lowest Temperature","1985M10","Birr","Degrees C","0.5"
"Lowest Temperature","1985M10","Valentia Observatory","Degrees C","2.7"
"Lowest Temperature","1985M10","Casement","Degrees C","0.4"
"Lowest Temperature","1985M10","Claremorris","Degrees C","-0.4"
"Lowest Temperature","1985M10","Clones","Degrees C","-0.1"
"Lowest Temperature","1985M10","Cork airport","Degrees C","3"
"Lowest Temperature","1985M10","Dublin airport","Degrees C","3.8"
"Lowest Temperature","1985M10","Galway","Degrees C","0.5"
"Lowest Temperature","1985M10","Kilkenny","Degrees C","0.5"
"Lowest Temperature","1985M10","Malin head","Degrees C","4.5"
"Lowest Temperature","1985M10","Mullingar","Degrees C","1.1"
"Lowest Temperature","1985M10","Roches Point","Degrees C","5.3"
"Lowest Temperature","1985M10","Rosslare","Degrees C","5.2"
"Lowest Temperature","1985M10","Shannon airport","Degrees C","2.6"
"Lowest Temperature","1985M11","Belmullet","Degrees C","-2.5"
"Lowest Temperature","1985M11","Birr","Degrees C","-5.6"
"Lowest Temperature","1985M11","Valentia Observatory","Degrees C","-1.2"
"Lowest Temperature","1985M11","Casement","Degrees C","-4.3"
"Lowest Temperature","1985M11","Claremorris","Degrees C","-5.3"
"Lowest Temperature","1985M11","Clones","Degrees C","-3.6"
"Lowest Temperature","1985M11","Cork airport","Degrees C","-2.2"
"Lowest Temperature","1985M11","Dublin airport","Degrees C","-2.9"
"Lowest Temperature","1985M11","Galway","Degrees C","-2.6"
"Lowest Temperature","1985M11","Kilkenny","Degrees C","-5.8"
"Lowest Temperature","1985M11","Malin head","Degrees C","0.7"
"Lowest Temperature","1985M11","Mullingar","Degrees C","-6.2"
"Lowest Temperature","1985M11","Roches Point","Degrees C","0.2"
"Lowest Temperature","1985M11","Rosslare","Degrees C","-2.5"
"Lowest Temperature","1985M11","Shannon airport","Degrees C","-4.8"
"Lowest Temperature","1985M12","Belmullet","Degrees C","-3.2"
"Lowest Temperature","1985M12","Birr","Degrees C","-8.1"
"Lowest Temperature","1985M12","Valentia Observatory","Degrees C","-3.9"
"Lowest Temperature","1985M12","Casement","Degrees C","-6.6"
"Lowest Temperature","1985M12","Claremorris","Degrees C","-5.3"
"Lowest Temperature","1985M12","Clones","Degrees C","-5.5"
"Lowest Temperature","1985M12","Cork airport","Degrees C","-4.2"
"Lowest Temperature","1985M12","Dublin airport","Degrees C","-5.1"
"Lowest Temperature","1985M12","Galway","Degrees C","-5"
"Lowest Temperature","1985M12","Kilkenny","Degrees C","-5.9"
"Lowest Temperature","1985M12","Malin head","Degrees C","-4.6"
"Lowest Temperature","1985M12","Mullingar","Degrees C","-6.6"
"Lowest Temperature","1985M12","Roches Point","Degrees C","-2"
"Lowest Temperature","1985M12","Rosslare","Degrees C","-3"
"Lowest Temperature","1985M12","Shannon airport","Degrees C","-5.8"
"Lowest Temperature","1986M01","Belmullet","Degrees C","-1.9"
"Lowest Temperature","1986M01","Birr","Degrees C","-4.9"
"Lowest Temperature","1986M01","Valentia Observatory","Degrees C","0.1"
"Lowest Temperature","1986M01","Casement","Degrees C","-4.5"
"Lowest Temperature","1986M01","Claremorris","Degrees C","-7.1"
"Lowest Temperature","1986M01","Clones","Degrees C","-4.3"
"Lowest Temperature","1986M01","Cork airport","Degrees C","-2.5"
"Lowest Temperature","1986M01","Dublin airport","Degrees C","-3.8"
"Lowest Temperature","1986M01","Galway","Degrees C","-3.6"
"Lowest Temperature","1986M01","Kilkenny","Degrees C","-5"
"Lowest Temperature","1986M01","Malin head","Degrees C","-1.7"
"Lowest Temperature","1986M01","Mullingar","Degrees C","-5.4"
"Lowest Temperature","1986M01","Roches Point","Degrees C","-0.3"
"Lowest Temperature","1986M01","Rosslare","Degrees C","-1.5"
