Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Total Sunshine Hours,2019M02,Belmullet,Number,
Total Sunshine Hours,2019M02,Birr,Number,
Total Sunshine Hours,2019M02,Valentia Observatory,Number,
Total Sunshine Hours,2019M02,Casement,Number,117.6
Total Sunshine Hours,2019M02,Claremorris,Number,
Total Sunshine Hours,2019M02,Clones,Number,
Total Sunshine Hours,2019M02,Cork airport,Number,72.8
Total Sunshine Hours,2019M02,Dublin airport,Number,108.9
Total Sunshine Hours,2019M02,Galway,Number,
Total Sunshine Hours,2019M02,Kilkenny,Number,
Total Sunshine Hours,2019M02,Malin head,Number,
Total Sunshine Hours,2019M02,Mullingar,Number,
Total Sunshine Hours,2019M02,Roches Point,Number,
Total Sunshine Hours,2019M02,Rosslare,Number,
Total Sunshine Hours,2019M02,Shannon airport,Number,77.3
Total Sunshine Hours,2019M03,Belmullet,Number,
Total Sunshine Hours,2019M03,Birr,Number,
Total Sunshine Hours,2019M03,Valentia Observatory,Number,
Total Sunshine Hours,2019M03,Casement,Number,131.4
Total Sunshine Hours,2019M03,Claremorris,Number,
Total Sunshine Hours,2019M03,Clones,Number,
Total Sunshine Hours,2019M03,Cork airport,Number,134.9
Total Sunshine Hours,2019M03,Dublin airport,Number,
Total Sunshine Hours,2019M03,Galway,Number,
Total Sunshine Hours,2019M03,Kilkenny,Number,
Total Sunshine Hours,2019M03,Malin head,Number,
Total Sunshine Hours,2019M03,Mullingar,Number,
Total Sunshine Hours,2019M03,Roches Point,Number,
Total Sunshine Hours,2019M03,Rosslare,Number,
Total Sunshine Hours,2019M03,Shannon airport,Number,123.4
Total Sunshine Hours,2019M04,Belmullet,Number,
Total Sunshine Hours,2019M04,Birr,Number,
Total Sunshine Hours,2019M04,Valentia Observatory,Number,
Total Sunshine Hours,2019M04,Casement,Number,
Total Sunshine Hours,2019M04,Claremorris,Number,
Total Sunshine Hours,2019M04,Clones,Number,
Total Sunshine Hours,2019M04,Cork airport,Number,
Total Sunshine Hours,2019M04,Dublin airport,Number,
Total Sunshine Hours,2019M04,Galway,Number,
Total Sunshine Hours,2019M04,Kilkenny,Number,
Total Sunshine Hours,2019M04,Malin head,Number,
Total Sunshine Hours,2019M04,Mullingar,Number,
Total Sunshine Hours,2019M04,Roches Point,Number,
Total Sunshine Hours,2019M04,Rosslare,Number,
Total Sunshine Hours,2019M04,Shannon airport,Number,
Total Sunshine Hours,2019M05,Belmullet,Number,
Total Sunshine Hours,2019M05,Birr,Number,
Total Sunshine Hours,2019M05,Valentia Observatory,Number,
Total Sunshine Hours,2019M05,Casement,Number,162.1
Total Sunshine Hours,2019M05,Claremorris,Number,
Total Sunshine Hours,2019M05,Clones,Number,
Total Sunshine Hours,2019M05,Cork airport,Number,214.2
Total Sunshine Hours,2019M05,Dublin airport,Number,138.9
Total Sunshine Hours,2019M05,Galway,Number,
Total Sunshine Hours,2019M05,Kilkenny,Number,
Total Sunshine Hours,2019M05,Malin head,Number,
Total Sunshine Hours,2019M05,Mullingar,Number,
Total Sunshine Hours,2019M05,Roches Point,Number,
Total Sunshine Hours,2019M05,Rosslare,Number,
Total Sunshine Hours,2019M05,Shannon airport,Number,197.2
Total Sunshine Hours,2019M06,Belmullet,Number,
Total Sunshine Hours,2019M06,Birr,Number,
Total Sunshine Hours,2019M06,Valentia Observatory,Number,
Total Sunshine Hours,2019M06,Casement,Number,172.5
Total Sunshine Hours,2019M06,Claremorris,Number,
Total Sunshine Hours,2019M06,Clones,Number,
Total Sunshine Hours,2019M06,Cork airport,Number,189.6
Total Sunshine Hours,2019M06,Dublin airport,Number,161.7
Total Sunshine Hours,2019M06,Galway,Number,
Total Sunshine Hours,2019M06,Kilkenny,Number,
Total Sunshine Hours,2019M06,Malin head,Number,
Total Sunshine Hours,2019M06,Mullingar,Number,
Total Sunshine Hours,2019M06,Roches Point,Number,
Total Sunshine Hours,2019M06,Rosslare,Number,
Total Sunshine Hours,2019M06,Shannon airport,Number,201.3
Total Sunshine Hours,2019M07,Belmullet,Number,
Total Sunshine Hours,2019M07,Birr,Number,
Total Sunshine Hours,2019M07,Valentia Observatory,Number,
Total Sunshine Hours,2019M07,Casement,Number,188.2
Total Sunshine Hours,2019M07,Claremorris,Number,
Total Sunshine Hours,2019M07,Clones,Number,
Total Sunshine Hours,2019M07,Cork airport,Number,180.4
Total Sunshine Hours,2019M07,Dublin airport,Number,170.2
Total Sunshine Hours,2019M07,Galway,Number,
Total Sunshine Hours,2019M07,Kilkenny,Number,
Total Sunshine Hours,2019M07,Malin head,Number,
Total Sunshine Hours,2019M07,Mullingar,Number,
Total Sunshine Hours,2019M07,Roches Point,Number,
Total Sunshine Hours,2019M07,Rosslare,Number,
Total Sunshine Hours,2019M07,Shannon airport,Number,
Total Sunshine Hours,2019M08,Belmullet,Number,
Total Sunshine Hours,2019M08,Birr,Number,
Total Sunshine Hours,2019M08,Valentia Observatory,Number,
Total Sunshine Hours,2019M08,Casement,Number,194.1
Total Sunshine Hours,2019M08,Claremorris,Number,
Total Sunshine Hours,2019M08,Clones,Number,
Total Sunshine Hours,2019M08,Cork airport,Number,160.6
Total Sunshine Hours,2019M08,Dublin airport,Number,
Total Sunshine Hours,2019M08,Galway,Number,
Total Sunshine Hours,2019M08,Kilkenny,Number,
Total Sunshine Hours,2019M08,Malin head,Number,
Total Sunshine Hours,2019M08,Mullingar,Number,
Total Sunshine Hours,2019M08,Roches Point,Number,
Total Sunshine Hours,2019M08,Rosslare,Number,
Total Sunshine Hours,2019M08,Shannon airport,Number,134.5
Total Sunshine Hours,2019M09,Belmullet,Number,
Total Sunshine Hours,2019M09,Birr,Number,
Total Sunshine Hours,2019M09,Valentia Observatory,Number,
Total Sunshine Hours,2019M09,Casement,Number,145.8
Total Sunshine Hours,2019M09,Claremorris,Number,
Total Sunshine Hours,2019M09,Clones,Number,
Total Sunshine Hours,2019M09,Cork airport,Number,147.9
Total Sunshine Hours,2019M09,Dublin airport,Number,144.3
Total Sunshine Hours,2019M09,Galway,Number,
Total Sunshine Hours,2019M09,Kilkenny,Number,
Total Sunshine Hours,2019M09,Malin head,Number,
Total Sunshine Hours,2019M09,Mullingar,Number,
Total Sunshine Hours,2019M09,Roches Point,Number,
Total Sunshine Hours,2019M09,Rosslare,Number,
Total Sunshine Hours,2019M09,Shannon airport,Number,136.8
Total Sunshine Hours,2019M10,Belmullet,Number,
Total Sunshine Hours,2019M10,Birr,Number,
Total Sunshine Hours,2019M10,Valentia Observatory,Number,
Total Sunshine Hours,2019M10,Casement,Number,109.4
Total Sunshine Hours,2019M10,Claremorris,Number,
Total Sunshine Hours,2019M10,Clones,Number,
Total Sunshine Hours,2019M10,Cork airport,Number,123.1
Total Sunshine Hours,2019M10,Dublin airport,Number,
Total Sunshine Hours,2019M10,Galway,Number,
Total Sunshine Hours,2019M10,Kilkenny,Number,
Total Sunshine Hours,2019M10,Malin head,Number,
Total Sunshine Hours,2019M10,Mullingar,Number,
Total Sunshine Hours,2019M10,Roches Point,Number,
Total Sunshine Hours,2019M10,Rosslare,Number,
Total Sunshine Hours,2019M10,Shannon airport,Number,104.2
Total Sunshine Hours,2019M11,Belmullet,Number,
Total Sunshine Hours,2019M11,Birr,Number,
Total Sunshine Hours,2019M11,Valentia Observatory,Number,
Total Sunshine Hours,2019M11,Casement,Number,49.2
Total Sunshine Hours,2019M11,Claremorris,Number,
Total Sunshine Hours,2019M11,Clones,Number,
Total Sunshine Hours,2019M11,Cork airport,Number,69.9
Total Sunshine Hours,2019M11,Dublin airport,Number,38.4
Total Sunshine Hours,2019M11,Galway,Number,
Total Sunshine Hours,2019M11,Kilkenny,Number,
Total Sunshine Hours,2019M11,Malin head,Number,
Total Sunshine Hours,2019M11,Mullingar,Number,
Total Sunshine Hours,2019M11,Roches Point,Number,
Total Sunshine Hours,2019M11,Rosslare,Number,
Total Sunshine Hours,2019M11,Shannon airport,Number,59.4
Total Sunshine Hours,2019M12,Belmullet,Number,
Total Sunshine Hours,2019M12,Birr,Number,
Total Sunshine Hours,2019M12,Valentia Observatory,Number,
Total Sunshine Hours,2019M12,Casement,Number,57.0
Total Sunshine Hours,2019M12,Claremorris,Number,
Total Sunshine Hours,2019M12,Clones,Number,
Total Sunshine Hours,2019M12,Cork airport,Number,61.1
Total Sunshine Hours,2019M12,Dublin airport,Number,61.7
Total Sunshine Hours,2019M12,Galway,Number,
Total Sunshine Hours,2019M12,Kilkenny,Number,
Total Sunshine Hours,2019M12,Malin head,Number,
Total Sunshine Hours,2019M12,Mullingar,Number,
Total Sunshine Hours,2019M12,Roches Point,Number,
Total Sunshine Hours,2019M12,Rosslare,Number,
Total Sunshine Hours,2019M12,Shannon airport,Number,54.9
Total Sunshine Hours,2020M01,Belmullet,Number,
Total Sunshine Hours,2020M01,Birr,Number,
Total Sunshine Hours,2020M01,Valentia Observatory,Number,
Total Sunshine Hours,2020M01,Casement,Number,65.7
Total Sunshine Hours,2020M01,Claremorris,Number,
Total Sunshine Hours,2020M01,Clones,Number,
Total Sunshine Hours,2020M01,Cork airport,Number,74.1
Total Sunshine Hours,2020M01,Dublin airport,Number,66.3
Total Sunshine Hours,2020M01,Galway,Number,
Total Sunshine Hours,2020M01,Kilkenny,Number,
Total Sunshine Hours,2020M01,Malin head,Number,
Total Sunshine Hours,2020M01,Mullingar,Number,
Total Sunshine Hours,2020M01,Roches Point,Number,
Total Sunshine Hours,2020M01,Rosslare,Number,
Total Sunshine Hours,2020M01,Shannon airport,Number,62.0
Total Sunshine Hours,2020M02,Belmullet,Number,
Total Sunshine Hours,2020M02,Birr,Number,
Total Sunshine Hours,2020M02,Valentia Observatory,Number,
Total Sunshine Hours,2020M02,Casement,Number,83.8
Total Sunshine Hours,2020M02,Claremorris,Number,
Total Sunshine Hours,2020M02,Clones,Number,
Total Sunshine Hours,2020M02,Cork airport,Number,82.9
Total Sunshine Hours,2020M02,Dublin airport,Number,103.2
Total Sunshine Hours,2020M02,Galway,Number,
Total Sunshine Hours,2020M02,Kilkenny,Number,
Total Sunshine Hours,2020M02,Malin head,Number,
Total Sunshine Hours,2020M02,Mullingar,Number,
Total Sunshine Hours,2020M02,Roches Point,Number,
Total Sunshine Hours,2020M02,Rosslare,Number,
Total Sunshine Hours,2020M02,Shannon airport,Number,70.8
Total Sunshine Hours,2020M03,Belmullet,Number,
Total Sunshine Hours,2020M03,Birr,Number,
Total Sunshine Hours,2020M03,Valentia Observatory,Number,
Total Sunshine Hours,2020M03,Casement,Number,126.5
Total Sunshine Hours,2020M03,Claremorris,Number,
Total Sunshine Hours,2020M03,Clones,Number,
Total Sunshine Hours,2020M03,Cork airport,Number,125.9
Total Sunshine Hours,2020M03,Dublin airport,Number,141.1
Total Sunshine Hours,2020M03,Galway,Number,
Total Sunshine Hours,2020M03,Kilkenny,Number,
Total Sunshine Hours,2020M03,Malin head,Number,
Total Sunshine Hours,2020M03,Mullingar,Number,
Total Sunshine Hours,2020M03,Roches Point,Number,
Total Sunshine Hours,2020M03,Rosslare,Number,
Total Sunshine Hours,2020M03,Shannon airport,Number,134.9
Total Sunshine Hours,2020M04,Belmullet,Number,
Total Sunshine Hours,2020M04,Birr,Number,
Total Sunshine Hours,2020M04,Valentia Observatory,Number,
Total Sunshine Hours,2020M04,Casement,Number,191.1
Total Sunshine Hours,2020M04,Claremorris,Number,
Total Sunshine Hours,2020M04,Clones,Number,
Total Sunshine Hours,2020M04,Cork airport,Number,165.0
Total Sunshine Hours,2020M04,Dublin airport,Number,188.1
Total Sunshine Hours,2020M04,Galway,Number,
Total Sunshine Hours,2020M04,Kilkenny,Number,
Total Sunshine Hours,2020M04,Malin head,Number,
Total Sunshine Hours,2020M04,Mullingar,Number,
Total Sunshine Hours,2020M04,Roches Point,Number,
Total Sunshine Hours,2020M04,Rosslare,Number,
Total Sunshine Hours,2020M04,Shannon airport,Number,171.6
Total Sunshine Hours,2020M05,Belmullet,Number,
Total Sunshine Hours,2020M05,Birr,Number,
Total Sunshine Hours,2020M05,Valentia Observatory,Number,
Total Sunshine Hours,2020M05,Casement,Number,293.6
Total Sunshine Hours,2020M05,Claremorris,Number,
Total Sunshine Hours,2020M05,Clones,Number,
Total Sunshine Hours,2020M05,Cork airport,Number,244.0
Total Sunshine Hours,2020M05,Dublin airport,Number,295.1
Total Sunshine Hours,2020M05,Galway,Number,
Total Sunshine Hours,2020M05,Kilkenny,Number,
Total Sunshine Hours,2020M05,Malin head,Number,
Total Sunshine Hours,2020M05,Mullingar,Number,
Total Sunshine Hours,2020M05,Roches Point,Number,
Total Sunshine Hours,2020M05,Rosslare,Number,
Total Sunshine Hours,2020M05,Shannon airport,Number,236.5
Total Sunshine Hours,2020M06,Belmullet,Number,
Total Sunshine Hours,2020M06,Birr,Number,
Total Sunshine Hours,2020M06,Valentia Observatory,Number,
Total Sunshine Hours,2020M06,Casement,Number,130.8
Total Sunshine Hours,2020M06,Claremorris,Number,
Total Sunshine Hours,2020M06,Clones,Number,
Total Sunshine Hours,2020M06,Cork airport,Number,139.2
Total Sunshine Hours,2020M06,Dublin airport,Number,129.9
Total Sunshine Hours,2020M06,Galway,Number,
Total Sunshine Hours,2020M06,Kilkenny,Number,
Total Sunshine Hours,2020M06,Malin head,Number,
Total Sunshine Hours,2020M06,Mullingar,Number,
Total Sunshine Hours,2020M06,Roches Point,Number,
Total Sunshine Hours,2020M06,Rosslare,Number,
Total Sunshine Hours,2020M06,Shannon airport,Number,116.4
Total Sunshine Hours,2020M07,Belmullet,Number,
Total Sunshine Hours,2020M07,Birr,Number,
Total Sunshine Hours,2020M07,Valentia Observatory,Number,
Total Sunshine Hours,2020M07,Casement,Number,129.3
Total Sunshine Hours,2020M07,Claremorris,Number,
Total Sunshine Hours,2020M07,Clones,Number,
Total Sunshine Hours,2020M07,Cork airport,Number,163.7
Total Sunshine Hours,2020M07,Dublin airport,Number,104.2
Total Sunshine Hours,2020M07,Galway,Number,
Total Sunshine Hours,2020M07,Kilkenny,Number,
Total Sunshine Hours,2020M07,Malin head,Number,
Total Sunshine Hours,2020M07,Mullingar,Number,
Total Sunshine Hours,2020M07,Roches Point,Number,
Total Sunshine Hours,2020M07,Rosslare,Number,
Total Sunshine Hours,2020M07,Shannon airport,Number,131.4
Total Sunshine Hours,2020M08,Belmullet,Number,
Total Sunshine Hours,2020M08,Birr,Number,
Total Sunshine Hours,2020M08,Valentia Observatory,Number,
Total Sunshine Hours,2020M08,Casement,Number,100.4
Total Sunshine Hours,2020M08,Claremorris,Number,
Total Sunshine Hours,2020M08,Clones,Number,
Total Sunshine Hours,2020M08,Cork airport,Number,153.1
Total Sunshine Hours,2020M08,Dublin airport,Number,97.0
Total Sunshine Hours,2020M08,Galway,Number,
Total Sunshine Hours,2020M08,Kilkenny,Number,
Total Sunshine Hours,2020M08,Malin head,Number,
Total Sunshine Hours,2020M08,Mullingar,Number,
Total Sunshine Hours,2020M08,Roches Point,Number,
Total Sunshine Hours,2020M08,Rosslare,Number,
Total Sunshine Hours,2020M08,Shannon airport,Number,134.9
Total Sunshine Hours,2020M09,Belmullet,Number,
Total Sunshine Hours,2020M09,Birr,Number,
Total Sunshine Hours,2020M09,Valentia Observatory,Number,
Total Sunshine Hours,2020M09,Casement,Number,148.2
Total Sunshine Hours,2020M09,Claremorris,Number,
Total Sunshine Hours,2020M09,Clones,Number,
Total Sunshine Hours,2020M09,Cork airport,Number,149.4
Total Sunshine Hours,2020M09,Dublin airport,Number,143.1
Total Sunshine Hours,2020M09,Galway,Number,
Total Sunshine Hours,2020M09,Kilkenny,Number,
Total Sunshine Hours,2020M09,Malin head,Number,
Total Sunshine Hours,2020M09,Mullingar,Number,
Total Sunshine Hours,2020M09,Roches Point,Number,
Total Sunshine Hours,2020M09,Rosslare,Number,
Total Sunshine Hours,2020M09,Shannon airport,Number,126.3
Total Sunshine Hours,2020M10,Belmullet,Number,
Total Sunshine Hours,2020M10,Birr,Number,
Total Sunshine Hours,2020M10,Valentia Observatory,Number,
Total Sunshine Hours,2020M10,Casement,Number,104.8
Total Sunshine Hours,2020M10,Claremorris,Number,
Total Sunshine Hours,2020M10,Clones,Number,
Total Sunshine Hours,2020M10,Cork airport,Number,126.8
Total Sunshine Hours,2020M10,Dublin airport,Number,120.6
Total Sunshine Hours,2020M10,Galway,Number,
Total Sunshine Hours,2020M10,Kilkenny,Number,
Total Sunshine Hours,2020M10,Malin head,Number,
Total Sunshine Hours,2020M10,Mullingar,Number,
Total Sunshine Hours,2020M10,Roches Point,Number,
Total Sunshine Hours,2020M10,Rosslare,Number,
Total Sunshine Hours,2020M10,Shannon airport,Number,120.9
Total Sunshine Hours,2020M11,Belmullet,Number,
Total Sunshine Hours,2020M11,Birr,Number,
Total Sunshine Hours,2020M11,Valentia Observatory,Number,
Total Sunshine Hours,2020M11,Casement,Number,72.9
Total Sunshine Hours,2020M11,Claremorris,Number,
Total Sunshine Hours,2020M11,Clones,Number,
Total Sunshine Hours,2020M11,Cork airport,Number,76.2
Total Sunshine Hours,2020M11,Dublin airport,Number,70.8
Total Sunshine Hours,2020M11,Galway,Number,
Total Sunshine Hours,2020M11,Kilkenny,Number,
Total Sunshine Hours,2020M11,Malin head,Number,
Total Sunshine Hours,2020M11,Mullingar,Number,
Total Sunshine Hours,2020M11,Roches Point,Number,
Total Sunshine Hours,2020M11,Rosslare,Number,
Total Sunshine Hours,2020M11,Shannon airport,Number,51.9
Total Sunshine Hours,2020M12,Belmullet,Number,
Total Sunshine Hours,2020M12,Birr,Number,
Total Sunshine Hours,2020M12,Valentia Observatory,Number,
Total Sunshine Hours,2020M12,Casement,Number,53.9
Total Sunshine Hours,2020M12,Claremorris,Number,
Total Sunshine Hours,2020M12,Clones,Number,
Total Sunshine Hours,2020M12,Cork airport,Number,76.3
Total Sunshine Hours,2020M12,Dublin airport,Number,65.4
Total Sunshine Hours,2020M12,Galway,Number,
Total Sunshine Hours,2020M12,Kilkenny,Number,
Total Sunshine Hours,2020M12,Malin head,Number,
Total Sunshine Hours,2020M12,Mullingar,Number,
Total Sunshine Hours,2020M12,Roches Point,Number,
Total Sunshine Hours,2020M12,Rosslare,Number,
Total Sunshine Hours,2020M12,Shannon airport,Number,55.2
Total Sunshine Hours,2021M01,Belmullet,Number,
Total Sunshine Hours,2021M01,Birr,Number,
Total Sunshine Hours,2021M01,Valentia Observatory,Number,
Total Sunshine Hours,2021M01,Casement,Number,41.9
Total Sunshine Hours,2021M01,Claremorris,Number,
Total Sunshine Hours,2021M01,Clones,Number,
Total Sunshine Hours,2021M01,Cork airport,Number,98.3
Total Sunshine Hours,2021M01,Dublin airport,Number,53.9
Total Sunshine Hours,2021M01,Galway,Number,
Total Sunshine Hours,2021M01,Kilkenny,Number,
Total Sunshine Hours,2021M01,Malin head,Number,
Total Sunshine Hours,2021M01,Mullingar,Number,
Total Sunshine Hours,2021M01,Roches Point,Number,
Total Sunshine Hours,2021M01,Rosslare,Number,
Total Sunshine Hours,2021M01,Shannon airport,Number,64.8
Total Sunshine Hours,2021M02,Belmullet,Number,
Total Sunshine Hours,2021M02,Birr,Number,
Total Sunshine Hours,2021M02,Valentia Observatory,Number,
Total Sunshine Hours,2021M02,Casement,Number,73.6
Total Sunshine Hours,2021M02,Claremorris,Number,
Total Sunshine Hours,2021M02,Clones,Number,
Total Sunshine Hours,2021M02,Cork airport,Number,61.9
Total Sunshine Hours,2021M02,Dublin airport,Number,61.9
Total Sunshine Hours,2021M02,Galway,Number,
Total Sunshine Hours,2021M02,Kilkenny,Number,
Total Sunshine Hours,2021M02,Malin head,Number,
Total Sunshine Hours,2021M02,Mullingar,Number,
Total Sunshine Hours,2021M02,Roches Point,Number,
Total Sunshine Hours,2021M02,Rosslare,Number,
Total Sunshine Hours,2021M02,Shannon airport,Number,60.8
Total Sunshine Hours,2021M03,Belmullet,Number,
Total Sunshine Hours,2021M03,Birr,Number,
Total Sunshine Hours,2021M03,Valentia Observatory,Number,
Total Sunshine Hours,2021M03,Casement,Number,114.1
Total Sunshine Hours,2021M03,Claremorris,Number,
Total Sunshine Hours,2021M03,Clones,Number,
Total Sunshine Hours,2021M03,Cork airport,Number,90.8
Total Sunshine Hours,2021M03,Dublin airport,Number,116.3
Total Sunshine Hours,2021M03,Galway,Number,
Total Sunshine Hours,2021M03,Kilkenny,Number,
Total Sunshine Hours,2021M03,Malin head,Number,
Total Sunshine Hours,2021M03,Mullingar,Number,
Total Sunshine Hours,2021M03,Roches Point,Number,
Total Sunshine Hours,2021M03,Rosslare,Number,
Total Sunshine Hours,2021M03,Shannon airport,Number,77.5
Total Sunshine Hours,2021M04,Belmullet,Number,
Total Sunshine Hours,2021M04,Birr,Number,
Total Sunshine Hours,2021M04,Valentia Observatory,Number,
Total Sunshine Hours,2021M04,Casement,Number,202.5
Total Sunshine Hours,2021M04,Claremorris,Number,
Total Sunshine Hours,2021M04,Clones,Number,
Total Sunshine Hours,2021M04,Cork airport,Number,210.0
Total Sunshine Hours,2021M04,Dublin airport,Number,210.0
Total Sunshine Hours,2021M04,Galway,Number,
Total Sunshine Hours,2021M04,Kilkenny,Number,
Total Sunshine Hours,2021M04,Malin head,Number,
Total Sunshine Hours,2021M04,Mullingar,Number,
Total Sunshine Hours,2021M04,Roches Point,Number,
Total Sunshine Hours,2021M04,Rosslare,Number,
Total Sunshine Hours,2021M04,Shannon airport,Number,218.4
Total Sunshine Hours,2021M05,Belmullet,Number,
Total Sunshine Hours,2021M05,Birr,Number,
Total Sunshine Hours,2021M05,Valentia Observatory,Number,
Total Sunshine Hours,2021M05,Casement,Number,206.5
Total Sunshine Hours,2021M05,Claremorris,Number,
Total Sunshine Hours,2021M05,Clones,Number,
Total Sunshine Hours,2021M05,Cork airport,Number,196.2
Total Sunshine Hours,2021M05,Dublin airport,Number,214.2
Total Sunshine Hours,2021M05,Galway,Number,
Total Sunshine Hours,2021M05,Kilkenny,Number,
Total Sunshine Hours,2021M05,Malin head,Number,
Total Sunshine Hours,2021M05,Mullingar,Number,
Total Sunshine Hours,2021M05,Roches Point,Number,
Total Sunshine Hours,2021M05,Rosslare,Number,
Total Sunshine Hours,2021M05,Shannon airport,Number,216.4
Total Sunshine Hours,2021M06,Belmullet,Number,
Total Sunshine Hours,2021M06,Birr,Number,
Total Sunshine Hours,2021M06,Valentia Observatory,Number,
Total Sunshine Hours,2021M06,Casement,Number,176.7
Total Sunshine Hours,2021M06,Claremorris,Number,
Total Sunshine Hours,2021M06,Clones,Number,
Total Sunshine Hours,2021M06,Cork airport,Number,175.2
Total Sunshine Hours,2021M06,Dublin airport,Number,180.3
Total Sunshine Hours,2021M06,Galway,Number,
Total Sunshine Hours,2021M06,Kilkenny,Number,
Total Sunshine Hours,2021M06,Malin head,Number,
Total Sunshine Hours,2021M06,Mullingar,Number,
Total Sunshine Hours,2021M06,Roches Point,Number,
Total Sunshine Hours,2021M06,Rosslare,Number,
Total Sunshine Hours,2021M06,Shannon airport,Number,139.2
Total Sunshine Hours,2021M07,Belmullet,Number,
Total Sunshine Hours,2021M07,Birr,Number,
Total Sunshine Hours,2021M07,Valentia Observatory,Number,
Total Sunshine Hours,2021M07,Casement,Number,201.5
Total Sunshine Hours,2021M07,Claremorris,Number,
Total Sunshine Hours,2021M07,Clones,Number,
Total Sunshine Hours,2021M07,Cork airport,Number,192.5
Total Sunshine Hours,2021M07,Dublin airport,Number,189.7
Total Sunshine Hours,2021M07,Galway,Number,
Total Sunshine Hours,2021M07,Kilkenny,Number,
Total Sunshine Hours,2021M07,Malin head,Number,
Total Sunshine Hours,2021M07,Mullingar,Number,
Total Sunshine Hours,2021M07,Roches Point,Number,
Total Sunshine Hours,2021M07,Rosslare,Number,
Total Sunshine Hours,2021M07,Shannon airport,Number,172.1
Total Sunshine Hours,2021M08,Belmullet,Number,
Total Sunshine Hours,2021M08,Birr,Number,
Total Sunshine Hours,2021M08,Valentia Observatory,Number,
Total Sunshine Hours,2021M08,Casement,Number,134.5
Total Sunshine Hours,2021M08,Claremorris,Number,
Total Sunshine Hours,2021M08,Clones,Number,
Total Sunshine Hours,2021M08,Cork airport,Number,169.6
Total Sunshine Hours,2021M08,Dublin airport,Number,115.3
Total Sunshine Hours,2021M08,Galway,Number,
Total Sunshine Hours,2021M08,Kilkenny,Number,
Total Sunshine Hours,2021M08,Malin head,Number,
Total Sunshine Hours,2021M08,Mullingar,Number,
Total Sunshine Hours,2021M08,Roches Point,Number,
Total Sunshine Hours,2021M08,Rosslare,Number,
Total Sunshine Hours,2021M08,Shannon airport,Number,145.4
Total Sunshine Hours,2021M09,Belmullet,Number,
Total Sunshine Hours,2021M09,Birr,Number,
Total Sunshine Hours,2021M09,Valentia Observatory,Number,
Total Sunshine Hours,2021M09,Casement,Number,99.3
Total Sunshine Hours,2021M09,Claremorris,Number,
Total Sunshine Hours,2021M09,Clones,Number,
Total Sunshine Hours,2021M09,Cork airport,Number,83.1
Total Sunshine Hours,2021M09,Dublin airport,Number,102.6
Total Sunshine Hours,2021M09,Galway,Number,
Total Sunshine Hours,2021M09,Kilkenny,Number,
Total Sunshine Hours,2021M09,Malin head,Number,
Total Sunshine Hours,2021M09,Mullingar,Number,
Total Sunshine Hours,2021M09,Roches Point,Number,
Total Sunshine Hours,2021M09,Rosslare,Number,
Total Sunshine Hours,2021M09,Shannon airport,Number,89.7
Total Sunshine Hours,2021M10,Belmullet,Number,
Total Sunshine Hours,2021M10,Birr,Number,
Total Sunshine Hours,2021M10,Valentia Observatory,Number,
Total Sunshine Hours,2021M10,Casement,Number,108.5
Total Sunshine Hours,2021M10,Claremorris,Number,
Total Sunshine Hours,2021M10,Clones,Number,
Total Sunshine Hours,2021M10,Cork airport,Number,104.2
Total Sunshine Hours,2021M10,Dublin airport,Number,111.9
Total Sunshine Hours,2021M10,Galway,Number,
Total Sunshine Hours,2021M10,Kilkenny,Number,
Total Sunshine Hours,2021M10,Malin head,Number,
Total Sunshine Hours,2021M10,Mullingar,Number,
Total Sunshine Hours,2021M10,Roches Point,Number,
Total Sunshine Hours,2021M10,Rosslare,Number,
Total Sunshine Hours,2021M10,Shannon airport,Number,100.4
Total Sunshine Hours,2021M11,Belmullet,Number,
Total Sunshine Hours,2021M11,Birr,Number,
Total Sunshine Hours,2021M11,Valentia Observatory,Number,
Total Sunshine Hours,2021M11,Casement,Number,57.6
Total Sunshine Hours,2021M11,Claremorris,Number,
Total Sunshine Hours,2021M11,Clones,Number,
Total Sunshine Hours,2021M11,Cork airport,Number,93.3
Total Sunshine Hours,2021M11,Dublin airport,Number,70.2
Total Sunshine Hours,2021M11,Galway,Number,
Total Sunshine Hours,2021M11,Kilkenny,Number,
Total Sunshine Hours,2021M11,Malin head,Number,
Total Sunshine Hours,2021M11,Mullingar,Number,
Total Sunshine Hours,2021M11,Roches Point,Number,
Total Sunshine Hours,2021M11,Rosslare,Number,
Total Sunshine Hours,2021M11,Shannon airport,Number,74.1
Total Sunshine Hours,2021M12,Belmullet,Number,
Total Sunshine Hours,2021M12,Birr,Number,
Total Sunshine Hours,2021M12,Valentia Observatory,Number,
Total Sunshine Hours,2021M12,Casement,Number,60.8
Total Sunshine Hours,2021M12,Claremorris,Number,
Total Sunshine Hours,2021M12,Clones,Number,
Total Sunshine Hours,2021M12,Cork airport,Number,43.1
Total Sunshine Hours,2021M12,Dublin airport,Number,59.2
Total Sunshine Hours,2021M12,Galway,Number,
Total Sunshine Hours,2021M12,Kilkenny,Number,
Total Sunshine Hours,2021M12,Malin head,Number,
Total Sunshine Hours,2021M12,Mullingar,Number,
Total Sunshine Hours,2021M12,Roches Point,Number,
Total Sunshine Hours,2021M12,Rosslare,Number,
Total Sunshine Hours,2021M12,Shannon airport,Number,53.6
