Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Most Sunshine Hours in a Day,1991M09,Valentia Observatory,Number,10.8
Most Sunshine Hours in a Day,1991M09,Casement,Number,12.3
Most Sunshine Hours in a Day,1991M09,Claremorris,Number,11.0
Most Sunshine Hours in a Day,1991M09,Clones,Number,11.3
Most Sunshine Hours in a Day,1991M09,Cork airport,Number,11.0
Most Sunshine Hours in a Day,1991M09,Dublin airport,Number,11.6
Most Sunshine Hours in a Day,1991M09,Galway,Number,10.5
Most Sunshine Hours in a Day,1991M09,Kilkenny,Number,11.2
Most Sunshine Hours in a Day,1991M09,Malin head,Number,10.4
Most Sunshine Hours in a Day,1991M09,Mullingar,Number,11.7
Most Sunshine Hours in a Day,1991M09,Roches Point,Number,10.8
Most Sunshine Hours in a Day,1991M09,Rosslare,Number,11.5
Most Sunshine Hours in a Day,1991M09,Shannon airport,Number,10.2
Most Sunshine Hours in a Day,1991M10,Belmullet,Number,7.4
Most Sunshine Hours in a Day,1991M10,Birr,Number,9.1
Most Sunshine Hours in a Day,1991M10,Valentia Observatory,Number,8.4
Most Sunshine Hours in a Day,1991M10,Casement,Number,9.2
Most Sunshine Hours in a Day,1991M10,Claremorris,Number,7.8
Most Sunshine Hours in a Day,1991M10,Clones,Number,9.6
Most Sunshine Hours in a Day,1991M10,Cork airport,Number,8.8
Most Sunshine Hours in a Day,1991M10,Dublin airport,Number,8.5
Most Sunshine Hours in a Day,1991M10,Galway,Number,7.8
Most Sunshine Hours in a Day,1991M10,Kilkenny,Number,9.4
Most Sunshine Hours in a Day,1991M10,Malin head,Number,7.6
Most Sunshine Hours in a Day,1991M10,Mullingar,Number,10.1
Most Sunshine Hours in a Day,1991M10,Roches Point,Number,9.8
Most Sunshine Hours in a Day,1991M10,Rosslare,Number,10.2
Most Sunshine Hours in a Day,1991M10,Shannon airport,Number,9.0
Most Sunshine Hours in a Day,1991M11,Belmullet,Number,4.6
Most Sunshine Hours in a Day,1991M11,Birr,Number,6.5
Most Sunshine Hours in a Day,1991M11,Valentia Observatory,Number,6.0
Most Sunshine Hours in a Day,1991M11,Casement,Number,6.5
Most Sunshine Hours in a Day,1991M11,Claremorris,Number,6.9
Most Sunshine Hours in a Day,1991M11,Clones,Number,6.2
Most Sunshine Hours in a Day,1991M11,Cork airport,Number,7.1
Most Sunshine Hours in a Day,1991M11,Dublin airport,Number,7.4
Most Sunshine Hours in a Day,1991M11,Galway,Number,7.0
Most Sunshine Hours in a Day,1991M11,Kilkenny,Number,7.2
Most Sunshine Hours in a Day,1991M11,Malin head,Number,6.3
Most Sunshine Hours in a Day,1991M11,Mullingar,Number,7.0
Most Sunshine Hours in a Day,1991M11,Roches Point,Number,8.1
Most Sunshine Hours in a Day,1991M11,Rosslare,Number,8.5
Most Sunshine Hours in a Day,1991M11,Shannon airport,Number,7.4
Most Sunshine Hours in a Day,1991M12,Belmullet,Number,6.2
Most Sunshine Hours in a Day,1991M12,Birr,Number,4.3
Most Sunshine Hours in a Day,1991M12,Valentia Observatory,Number,4.6
Most Sunshine Hours in a Day,1991M12,Casement,Number,6.0
Most Sunshine Hours in a Day,1991M12,Claremorris,Number,5.4
Most Sunshine Hours in a Day,1991M12,Clones,Number,5.9
Most Sunshine Hours in a Day,1991M12,Cork airport,Number,4.3
Most Sunshine Hours in a Day,1991M12,Dublin airport,Number,5.7
Most Sunshine Hours in a Day,1991M12,Galway,Number,4.6
Most Sunshine Hours in a Day,1991M12,Kilkenny,Number,4.8
Most Sunshine Hours in a Day,1991M12,Malin head,Number,3.5
Most Sunshine Hours in a Day,1991M12,Mullingar,Number,5.0
Most Sunshine Hours in a Day,1991M12,Roches Point,Number,4.3
Most Sunshine Hours in a Day,1991M12,Rosslare,Number,4.4
Most Sunshine Hours in a Day,1991M12,Shannon airport,Number,3.8
Most Sunshine Hours in a Day,1992M01,Belmullet,Number,6.7
Most Sunshine Hours in a Day,1992M01,Birr,Number,6.2
Most Sunshine Hours in a Day,1992M01,Valentia Observatory,Number,5.4
Most Sunshine Hours in a Day,1992M01,Casement,Number,7.0
Most Sunshine Hours in a Day,1992M01,Claremorris,Number,4.3
Most Sunshine Hours in a Day,1992M01,Clones,Number,6.4
Most Sunshine Hours in a Day,1992M01,Cork airport,Number,6.5
Most Sunshine Hours in a Day,1992M01,Dublin airport,Number,6.9
Most Sunshine Hours in a Day,1992M01,Galway,Number,5.8
Most Sunshine Hours in a Day,1992M01,Kilkenny,Number,6.7
Most Sunshine Hours in a Day,1992M01,Malin head,Number,6.6
Most Sunshine Hours in a Day,1992M01,Mullingar,Number,6.8
Most Sunshine Hours in a Day,1992M01,Roches Point,Number,7.0
Most Sunshine Hours in a Day,1992M01,Rosslare,Number,6.4
Most Sunshine Hours in a Day,1992M01,Shannon airport,Number,6.8
Most Sunshine Hours in a Day,1992M02,Belmullet,Number,6.4
Most Sunshine Hours in a Day,1992M02,Birr,Number,7.9
Most Sunshine Hours in a Day,1992M02,Valentia Observatory,Number,7.0
Most Sunshine Hours in a Day,1992M02,Casement,Number,7.2
Most Sunshine Hours in a Day,1992M02,Claremorris,Number,6.3
Most Sunshine Hours in a Day,1992M02,Clones,Number,7.1
Most Sunshine Hours in a Day,1992M02,Cork airport,Number,8.5
Most Sunshine Hours in a Day,1992M02,Dublin airport,Number,7.1
Most Sunshine Hours in a Day,1992M02,Galway,Number,7.4
Most Sunshine Hours in a Day,1992M02,Kilkenny,Number,7.9
Most Sunshine Hours in a Day,1992M02,Malin head,Number,6.0
Most Sunshine Hours in a Day,1992M02,Mullingar,Number,7.9
Most Sunshine Hours in a Day,1992M02,Roches Point,Number,8.3
Most Sunshine Hours in a Day,1992M02,Rosslare,Number,7.9
Most Sunshine Hours in a Day,1992M02,Shannon airport,Number,8.0
Most Sunshine Hours in a Day,1992M03,Belmullet,Number,5.4
Most Sunshine Hours in a Day,1992M03,Birr,Number,5.9
Most Sunshine Hours in a Day,1992M03,Valentia Observatory,Number,7.3
Most Sunshine Hours in a Day,1992M03,Casement,Number,8.6
Most Sunshine Hours in a Day,1992M03,Claremorris,Number,4.9
Most Sunshine Hours in a Day,1992M03,Clones,Number,5.7
Most Sunshine Hours in a Day,1992M03,Cork airport,Number,9.2
Most Sunshine Hours in a Day,1992M03,Dublin airport,Number,8.4
Most Sunshine Hours in a Day,1992M03,Galway,Number,5.3
Most Sunshine Hours in a Day,1992M03,Kilkenny,Number,7.5
Most Sunshine Hours in a Day,1992M03,Malin head,Number,5.5
Most Sunshine Hours in a Day,1992M03,Mullingar,Number,6.2
Most Sunshine Hours in a Day,1992M03,Roches Point,Number,9.4
Most Sunshine Hours in a Day,1992M03,Rosslare,Number,9.3
Most Sunshine Hours in a Day,1992M03,Shannon airport,Number,5.2
Most Sunshine Hours in a Day,1992M04,Belmullet,Number,9.9
Most Sunshine Hours in a Day,1992M04,Birr,Number,10.8
Most Sunshine Hours in a Day,1992M04,Valentia Observatory,Number,11.8
Most Sunshine Hours in a Day,1992M04,Casement,Number,10.7
Most Sunshine Hours in a Day,1992M04,Claremorris,Number,10.6
Most Sunshine Hours in a Day,1992M04,Clones,Number,10.6
Most Sunshine Hours in a Day,1992M04,Cork airport,Number,11.2
Most Sunshine Hours in a Day,1992M04,Dublin airport,Number,10.7
Most Sunshine Hours in a Day,1992M04,Galway,Number,11.1
Most Sunshine Hours in a Day,1992M04,Kilkenny,Number,11.0
Most Sunshine Hours in a Day,1992M04,Malin head,Number,9.7
Most Sunshine Hours in a Day,1992M04,Mullingar,Number,11.0
Most Sunshine Hours in a Day,1992M04,Roches Point,Number,10.1
Most Sunshine Hours in a Day,1992M04,Rosslare,Number,11.1
Most Sunshine Hours in a Day,1992M04,Shannon airport,Number,10.6
Most Sunshine Hours in a Day,1992M05,Belmullet,Number,14.1
Most Sunshine Hours in a Day,1992M05,Birr,Number,13.5
Most Sunshine Hours in a Day,1992M05,Valentia Observatory,Number,13.7
Most Sunshine Hours in a Day,1992M05,Casement,Number,14.2
Most Sunshine Hours in a Day,1992M05,Claremorris,Number,13.8
Most Sunshine Hours in a Day,1992M05,Clones,Number,14.2
Most Sunshine Hours in a Day,1992M05,Cork airport,Number,14.0
Most Sunshine Hours in a Day,1992M05,Dublin airport,Number,14.0
Most Sunshine Hours in a Day,1992M05,Galway,Number,13.3
Most Sunshine Hours in a Day,1992M05,Kilkenny,Number,13.9
Most Sunshine Hours in a Day,1992M05,Malin head,Number,14.3
Most Sunshine Hours in a Day,1992M05,Mullingar,Number,14.0
Most Sunshine Hours in a Day,1992M05,Roches Point,Number,13.5
Most Sunshine Hours in a Day,1992M05,Rosslare,Number,14.2
Most Sunshine Hours in a Day,1992M05,Shannon airport,Number,14.0
Most Sunshine Hours in a Day,1992M06,Belmullet,Number,12.7
Most Sunshine Hours in a Day,1992M06,Birr,Number,13.3
Most Sunshine Hours in a Day,1992M06,Valentia Observatory,Number,14.6
Most Sunshine Hours in a Day,1992M06,Casement,Number,12.8
Most Sunshine Hours in a Day,1992M06,Claremorris,Number,13.3
Most Sunshine Hours in a Day,1992M06,Clones,Number,14.4
Most Sunshine Hours in a Day,1992M06,Cork airport,Number,12.7
Most Sunshine Hours in a Day,1992M06,Dublin airport,Number,14.0
Most Sunshine Hours in a Day,1992M06,Galway,Number,12.0
Most Sunshine Hours in a Day,1992M06,Kilkenny,Number,14.3
Most Sunshine Hours in a Day,1992M06,Malin head,Number,14.8
Most Sunshine Hours in a Day,1992M06,Mullingar,Number,14.3
Most Sunshine Hours in a Day,1992M06,Roches Point,Number,14.1
Most Sunshine Hours in a Day,1992M06,Rosslare,Number,14.4
Most Sunshine Hours in a Day,1992M06,Shannon airport,Number,14.1
Most Sunshine Hours in a Day,1992M07,Belmullet,Number,11.7
Most Sunshine Hours in a Day,1992M07,Birr,Number,12.4
Most Sunshine Hours in a Day,1992M07,Valentia Observatory,Number,12.6
Most Sunshine Hours in a Day,1992M07,Casement,Number,11.6
Most Sunshine Hours in a Day,1992M07,Claremorris,Number,13.1
Most Sunshine Hours in a Day,1992M07,Clones,Number,11.7
Most Sunshine Hours in a Day,1992M07,Cork airport,Number,13.9
Most Sunshine Hours in a Day,1992M07,Dublin airport,Number,11.8
Most Sunshine Hours in a Day,1992M07,Galway,Number,12.1
Most Sunshine Hours in a Day,1992M07,Kilkenny,Number,13.2
Most Sunshine Hours in a Day,1992M07,Malin head,Number,11.3
Most Sunshine Hours in a Day,1992M07,Mullingar,Number,13.2
Most Sunshine Hours in a Day,1992M07,Roches Point,Number,13.7
Most Sunshine Hours in a Day,1992M07,Rosslare,Number,12.7
Most Sunshine Hours in a Day,1992M07,Shannon airport,Number,13.6
Most Sunshine Hours in a Day,1992M08,Belmullet,Number,11.7
Most Sunshine Hours in a Day,1992M08,Birr,Number,9.7
Most Sunshine Hours in a Day,1992M08,Valentia Observatory,Number,11.1
Most Sunshine Hours in a Day,1992M08,Casement,Number,10.9
Most Sunshine Hours in a Day,1992M08,Claremorris,Number,11.4
Most Sunshine Hours in a Day,1992M08,Clones,Number,9.9
Most Sunshine Hours in a Day,1992M08,Cork airport,Number,11.4
Most Sunshine Hours in a Day,1992M08,Dublin airport,Number,10.9
Most Sunshine Hours in a Day,1992M08,Galway,Number,10.8
Most Sunshine Hours in a Day,1992M08,Kilkenny,Number,11.6
Most Sunshine Hours in a Day,1992M08,Malin head,Number,10.8
Most Sunshine Hours in a Day,1992M08,Mullingar,Number,11.2
Most Sunshine Hours in a Day,1992M08,Roches Point,Number,
Most Sunshine Hours in a Day,1992M08,Rosslare,Number,12.4
Most Sunshine Hours in a Day,1992M08,Shannon airport,Number,11.3
Most Sunshine Hours in a Day,1992M09,Belmullet,Number,9.9
Most Sunshine Hours in a Day,1992M09,Birr,Number,9.5
Most Sunshine Hours in a Day,1992M09,Valentia Observatory,Number,9.6
Most Sunshine Hours in a Day,1992M09,Casement,Number,7.6
Most Sunshine Hours in a Day,1992M09,Claremorris,Number,8.3
Most Sunshine Hours in a Day,1992M09,Clones,Number,10.0
Most Sunshine Hours in a Day,1992M09,Cork airport,Number,9.3
Most Sunshine Hours in a Day,1992M09,Dublin airport,Number,9.6
Most Sunshine Hours in a Day,1992M09,Galway,Number,9.3
Most Sunshine Hours in a Day,1992M09,Kilkenny,Number,9.6
Most Sunshine Hours in a Day,1992M09,Malin head,Number,9.6
Most Sunshine Hours in a Day,1992M09,Mullingar,Number,9.0
Most Sunshine Hours in a Day,1992M09,Roches Point,Number,
Most Sunshine Hours in a Day,1992M09,Rosslare,Number,10.4
Most Sunshine Hours in a Day,1992M09,Shannon airport,Number,9.4
Most Sunshine Hours in a Day,1992M10,Belmullet,Number,9.1
Most Sunshine Hours in a Day,1992M10,Birr,Number,7.9
Most Sunshine Hours in a Day,1992M10,Valentia Observatory,Number,8.5
Most Sunshine Hours in a Day,1992M10,Casement,Number,7.6
Most Sunshine Hours in a Day,1992M10,Claremorris,Number,7.1
Most Sunshine Hours in a Day,1992M10,Clones,Number,7.8
Most Sunshine Hours in a Day,1992M10,Cork airport,Number,8.5
Most Sunshine Hours in a Day,1992M10,Dublin airport,Number,8.0
Most Sunshine Hours in a Day,1992M10,Galway,Number,8.8
Most Sunshine Hours in a Day,1992M10,Kilkenny,Number,8.4
Most Sunshine Hours in a Day,1992M10,Malin head,Number,8.0
Most Sunshine Hours in a Day,1992M10,Mullingar,Number,9.2
Most Sunshine Hours in a Day,1992M10,Roches Point,Number,
Most Sunshine Hours in a Day,1992M10,Rosslare,Number,9.1
Most Sunshine Hours in a Day,1992M10,Shannon airport,Number,8.9
Most Sunshine Hours in a Day,1992M11,Belmullet,Number,3.8
Most Sunshine Hours in a Day,1992M11,Birr,Number,4.8
Most Sunshine Hours in a Day,1992M11,Valentia Observatory,Number,6.3
Most Sunshine Hours in a Day,1992M11,Casement,Number,5.8
Most Sunshine Hours in a Day,1992M11,Claremorris,Number,5.2
Most Sunshine Hours in a Day,1992M11,Clones,Number,6.1
Most Sunshine Hours in a Day,1992M11,Cork airport,Number,5.8
Most Sunshine Hours in a Day,1992M11,Dublin airport,Number,6.8
Most Sunshine Hours in a Day,1992M11,Galway,Number,4.0
Most Sunshine Hours in a Day,1992M11,Kilkenny,Number,6.1
Most Sunshine Hours in a Day,1992M11,Malin head,Number,5.2
Most Sunshine Hours in a Day,1992M11,Mullingar,Number,6.2
Most Sunshine Hours in a Day,1992M11,Roches Point,Number,
Most Sunshine Hours in a Day,1992M11,Rosslare,Number,6.9
Most Sunshine Hours in a Day,1992M11,Shannon airport,Number,6.0
Most Sunshine Hours in a Day,1992M12,Belmullet,Number,4.1
Most Sunshine Hours in a Day,1992M12,Birr,Number,5.1
Most Sunshine Hours in a Day,1992M12,Valentia Observatory,Number,4.5
Most Sunshine Hours in a Day,1992M12,Casement,Number,6.4
Most Sunshine Hours in a Day,1992M12,Claremorris,Number,4.5
Most Sunshine Hours in a Day,1992M12,Clones,Number,5.1
Most Sunshine Hours in a Day,1992M12,Cork airport,Number,5.3
Most Sunshine Hours in a Day,1992M12,Dublin airport,Number,6.0
Most Sunshine Hours in a Day,1992M12,Galway,Number,3.7
Most Sunshine Hours in a Day,1992M12,Kilkenny,Number,5.7
Most Sunshine Hours in a Day,1992M12,Malin head,Number,4.8
Most Sunshine Hours in a Day,1992M12,Mullingar,Number,6.0
Most Sunshine Hours in a Day,1992M12,Roches Point,Number,
Most Sunshine Hours in a Day,1992M12,Rosslare,Number,5.7
Most Sunshine Hours in a Day,1992M12,Shannon airport,Number,4.8
Most Sunshine Hours in a Day,1993M01,Belmullet,Number,7.2
Most Sunshine Hours in a Day,1993M01,Birr,Number,7.2
Most Sunshine Hours in a Day,1993M01,Valentia Observatory,Number,7.5
Most Sunshine Hours in a Day,1993M01,Casement,Number,6.7
Most Sunshine Hours in a Day,1993M01,Claremorris,Number,7.0
Most Sunshine Hours in a Day,1993M01,Clones,Number,6.9
Most Sunshine Hours in a Day,1993M01,Cork airport,Number,6.9
Most Sunshine Hours in a Day,1993M01,Dublin airport,Number,7.6
Most Sunshine Hours in a Day,1993M01,Galway,Number,6.3
Most Sunshine Hours in a Day,1993M01,Kilkenny,Number,7.7
Most Sunshine Hours in a Day,1993M01,Malin head,Number,6.1
Most Sunshine Hours in a Day,1993M01,Mullingar,Number,7.6
Most Sunshine Hours in a Day,1993M01,Roches Point,Number,
Most Sunshine Hours in a Day,1993M01,Rosslare,Number,7.2
Most Sunshine Hours in a Day,1993M01,Shannon airport,Number,7.6
Most Sunshine Hours in a Day,1993M02,Belmullet,Number,3.9
Most Sunshine Hours in a Day,1993M02,Birr,Number,5.2
Most Sunshine Hours in a Day,1993M02,Valentia Observatory,Number,6.0
Most Sunshine Hours in a Day,1993M02,Casement,Number,8.1
Most Sunshine Hours in a Day,1993M02,Claremorris,Number,7.1
Most Sunshine Hours in a Day,1993M02,Clones,Number,6.3
Most Sunshine Hours in a Day,1993M02,Cork airport,Number,6.2
Most Sunshine Hours in a Day,1993M02,Dublin airport,Number,6.9
Most Sunshine Hours in a Day,1993M02,Galway,Number,4.0
Most Sunshine Hours in a Day,1993M02,Kilkenny,Number,8.7
Most Sunshine Hours in a Day,1993M02,Malin head,Number,6.9
Most Sunshine Hours in a Day,1993M02,Mullingar,Number,6.4
Most Sunshine Hours in a Day,1993M02,Roches Point,Number,
Most Sunshine Hours in a Day,1993M02,Rosslare,Number,9.1
Most Sunshine Hours in a Day,1993M02,Shannon airport,Number,6.7
Most Sunshine Hours in a Day,1993M03,Belmullet,Number,10.0
Most Sunshine Hours in a Day,1993M03,Birr,Number,8.1
Most Sunshine Hours in a Day,1993M03,Valentia Observatory,Number,9.5
Most Sunshine Hours in a Day,1993M03,Casement,Number,7.8
Most Sunshine Hours in a Day,1993M03,Claremorris,Number,7.2
Most Sunshine Hours in a Day,1993M03,Clones,Number,7.2
Most Sunshine Hours in a Day,1993M03,Cork airport,Number,9.0
Most Sunshine Hours in a Day,1993M03,Dublin airport,Number,8.9
Most Sunshine Hours in a Day,1993M03,Galway,Number,8.5
Most Sunshine Hours in a Day,1993M03,Kilkenny,Number,8.5
Most Sunshine Hours in a Day,1993M03,Malin head,Number,7.9
Most Sunshine Hours in a Day,1993M03,Mullingar,Number,8.2
Most Sunshine Hours in a Day,1993M03,Roches Point,Number,
Most Sunshine Hours in a Day,1993M03,Rosslare,Number,10.7
Most Sunshine Hours in a Day,1993M03,Shannon airport,Number,9.2
Most Sunshine Hours in a Day,1993M04,Belmullet,Number,11.6
Most Sunshine Hours in a Day,1993M04,Birr,Number,12.0
Most Sunshine Hours in a Day,1993M04,Valentia Observatory,Number,10.4
Most Sunshine Hours in a Day,1993M04,Casement,Number,12.7
Most Sunshine Hours in a Day,1993M04,Claremorris,Number,10.7
Most Sunshine Hours in a Day,1993M04,Clones,Number,12.5
Most Sunshine Hours in a Day,1993M04,Cork airport,Number,12.7
Most Sunshine Hours in a Day,1993M04,Dublin airport,Number,12.5
Most Sunshine Hours in a Day,1993M04,Galway,Number,10.7
Most Sunshine Hours in a Day,1993M04,Kilkenny,Number,12.6
Most Sunshine Hours in a Day,1993M04,Malin head,Number,11.1
Most Sunshine Hours in a Day,1993M04,Mullingar,Number,12.6
Most Sunshine Hours in a Day,1993M04,Roches Point,Number,
Most Sunshine Hours in a Day,1993M04,Rosslare,Number,11.7
Most Sunshine Hours in a Day,1993M04,Shannon airport,Number,12.3
Most Sunshine Hours in a Day,1993M05,Belmullet,Number,14.0
Most Sunshine Hours in a Day,1993M05,Birr,Number,13.5
Most Sunshine Hours in a Day,1993M05,Valentia Observatory,Number,14.1
Most Sunshine Hours in a Day,1993M05,Casement,Number,13.9
Most Sunshine Hours in a Day,1993M05,Claremorris,Number,12.5
Most Sunshine Hours in a Day,1993M05,Clones,Number,13.7
Most Sunshine Hours in a Day,1993M05,Cork airport,Number,13.7
Most Sunshine Hours in a Day,1993M05,Dublin airport,Number,13.9
Most Sunshine Hours in a Day,1993M05,Galway,Number,
Most Sunshine Hours in a Day,1993M05,Kilkenny,Number,13.4
Most Sunshine Hours in a Day,1993M05,Malin head,Number,13.4
Most Sunshine Hours in a Day,1993M05,Mullingar,Number,13.8
Most Sunshine Hours in a Day,1993M05,Roches Point,Number,
Most Sunshine Hours in a Day,1993M05,Rosslare,Number,13.3
Most Sunshine Hours in a Day,1993M05,Shannon airport,Number,13.3
Most Sunshine Hours in a Day,1993M06,Belmullet,Number,14.3
Most Sunshine Hours in a Day,1993M06,Birr,Number,12.6
Most Sunshine Hours in a Day,1993M06,Valentia Observatory,Number,15.0
Most Sunshine Hours in a Day,1993M06,Casement,Number,13.0
Most Sunshine Hours in a Day,1993M06,Claremorris,Number,14.6
Most Sunshine Hours in a Day,1993M06,Clones,Number,12.1
Most Sunshine Hours in a Day,1993M06,Cork airport,Number,12.2
Most Sunshine Hours in a Day,1993M06,Dublin airport,Number,13.1
Most Sunshine Hours in a Day,1993M06,Galway,Number,
Most Sunshine Hours in a Day,1993M06,Kilkenny,Number,11.8
Most Sunshine Hours in a Day,1993M06,Malin head,Number,11.7
Most Sunshine Hours in a Day,1993M06,Mullingar,Number,12.4
Most Sunshine Hours in a Day,1993M06,Roches Point,Number,
Most Sunshine Hours in a Day,1993M06,Rosslare,Number,14.9
Most Sunshine Hours in a Day,1993M06,Shannon airport,Number,11.5
Most Sunshine Hours in a Day,1993M07,Belmullet,Number,9.7
Most Sunshine Hours in a Day,1993M07,Birr,Number,8.6
