,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
46,0.21322078704833985,0.004435997157367618,0.004160690307617188,0.0007296177648647823,0.01,0.1,6,340,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 340}",0.9161779984683671,0.7376403228165331,0.8332111573707403,0.9311228564074862,0.8198815562485479,0.847606778262335,0.07034982687849768,10,-127.77518620849757,-136.66264108138,-309.5994781526163,-141.56132355033705,-94.22590460233236,-161.96490671903265,75.64388531963831,10
45,0.09739842414855956,0.007073667072100993,0.0037477970123291015,6.154314627331623e-05,0.01,0.1,6,160,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 160}",0.9161702668819767,0.737639834123791,0.8330370183590021,0.9310849253884719,0.8198768529437863,0.8475617795394056,0.07034699476149081,12,-127.78107894604318,-136.66276836086604,-309.76105755247966,-141.6002974821562,-94.22713482130249,-162.0064674325695,75.70409355175885,12
50,0.044456195831298825,0.005169467314525142,0.0036812305450439455,3.954110139332634e-05,0.01,0.1,9,80,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 80}",0.9163677040537633,0.7372368287294091,0.8190364682804675,0.9284882699069217,0.8202283337232743,0.8442715209387671,0.07065639178024112,13,-127.6305141869884,-136.76769034611945,-322.48703118563003,-144.243314394459,-94.13515552905884,-165.05274112845115,80.55849929221607,13
122,0.04445943832397461,0.005331030006263881,0.0037154674530029295,7.419858917675956e-05,0.1,0.1,9,80,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 80}",0.9162228889339273,0.7372414266086937,0.8190452358363205,0.9284773597698062,0.8201358241472844,0.8442245470592062,0.0706285353506241,14,-127.74096693638819,-136.76649374752816,-322.47921895606527,-144.25431716503542,-94.15937314762837,-165.0800739905291,80.54044516025738,14
44,0.04259085655212402,0.005608047300446106,0.0036794185638427735,6.169941169515993e-05,0.01,0.1,6,80,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 80}",0.9157375732154108,0.7372368287294091,0.8188040433877236,0.9284872988758185,0.8180384578328075,0.8436608404082339,0.07069797815650039,15,-128.11043047242126,-136.76769034611945,-322.69406174343203,-144.24429370421043,-94.70677040999968,-165.30464933523658,80.49446461888705,15
116,0.04433355331420898,0.004809054977492416,0.003929328918457031,0.0003469385177058844,0.1,0.1,6,80,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 80}",0.9157415233778489,0.7372414266086937,0.8187700593245265,0.928480839082452,0.8180446525428513,0.8436557001872744,0.07069779147540683,16,-128.10742757444686,-136.76649374752816,-322.72432163840887,-144.25080840212874,-94.70515829469163,-165.31084193144085,80.50660223930349,16
41,0.21921892166137696,0.013242782260469122,0.0037454605102539063,0.00013874827335336537,0.01,0.1,3,500,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.9108461156695621,0.751557562197888,0.8052597288213622,0.9310058028146899,0.8071763721950127,0.841169116339703,0.06841160117196272,17,-131.7764015271543,-132.98852112140426,-334.53734637969086,-141.68156102340743,-97.49253145932843,-167.69527230219705,84.77752005585775,17
40,0.15192203521728515,0.005777865138872552,0.0036820888519287108,0.00011144750435553304,0.01,0.1,3,340,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 340}",0.9108461156695621,0.751557562197888,0.8052597288213622,0.9310058028146899,0.8071763721950127,0.841169116339703,0.06841160117196272,17,-131.7764015271543,-132.98852112140426,-334.53734637969086,-141.68156102340743,-97.49253145932843,-167.69527230219705,84.77752005585775,17
39,0.0696336269378662,0.0027601146383148013,0.003955411911010742,0.00030564069352714785,0.01,0.1,3,160,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 160}",0.9108240404437525,0.7516138445199045,0.8050639569059319,0.9310057514177099,0.8071234345644525,0.8411262055703503,0.06841821094329621,19,-131.7927149709913,-132.97345661231063,-334.70545892509205,-141.6816137959832,-97.50591329819954,-167.7318315205153,84.84132295871501,21
113,0.2538789749145508,0.016343858410382307,0.00400838851928711,0.00020895973811601236,0.1,0.1,3,500,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.9109020523797705,0.751177439610125,0.8051616254915985,0.9310226623794411,0.8071818145845617,0.8410891188890993,0.06853683398741905,20,-131.7350556284416,-133.0902199688552,-334.62159987065576,-141.66424916607963,-97.49115560076699,-167.72045604695984,84.80716321389984,19
